"wa","mw","mwlu"
"bdr:WA0RT0485","bdr:MW23703_1614","དཔལ་གདན་བཞི་པའི་ཟབ་དོན་སྟོན་པ་ཤིང་གཅིག་གི་དཀའ་འགྲེལ།"
"bdr:WA0RT0485","bdr:MW1KG13126_2485","དཔལ་གདན་བཞིའི་ཟབ་དོན་སྟོན་པ་ཤིང་གཅིག་གི་དཀའ་འགྲེལ།"
"bdr:WA0RT0485","bdr:MW2KG5015_1280","དཔལ་གདན་བཞིའི་ཟབ་དོན་སྟོན་པ་ཤིང་གཅིག་གི་དཀའ་འགྲེལ།"
"bdr:WA0RT0486","bdr:MW23702_0490","རྡོ་རྗེ་དྲིལ་ཐབས་ཀྱི་མཆོད་པའི་ཐབས་ཀྱི་རིམ་པ།"
"bdr:WA0RT0486","bdr:MW1KG13126_2486","རྡོ་རྗེ་དྲིལ་ཐབས་ཀྱི་མཆོད་པའི་ཐབས་ཀྱི་རིམ་པ།"
"bdr:WA0RT0486","bdr:MW1PD95844_0517","རྡོ་རྗེ་དྲིལ་ཐབས་ཀྱི་མཆོད་པའི་ཐབས་ཀྱི་རིམ་པ།"
"bdr:WA0RT0486","bdr:MW22704_1281","རྡོ་རྗེ་དྲིལ་ཐབས་ཀྱི་མཆོད་པའི་ཐབས་ཀྱི་རིམ་པ།"
"bdr:WA0RT0486","bdr:MW23703_1615","རྡོ་རྗེ་དྲིལ་ཐབས་ཀྱིས་མཆོད་པའི་ཐབས་ཀྱི་རིམ་པ།"
"bdr:WA0RT0486","bdr:MW2KG5015_1281","རྡོ་རྗེ་དྲིལ་ཐབས་ཀྱི་མཆོད་པའི་ཐབས་ཀྱི་རིམ་པ།"
"bdr:WA0RT0658","bdr:MW22704_1454","སྒྲོན་མ་གསལ་བར་བྱེད་པ་ཞེས་བྱ་བའི་འགྲེལ་བཤད།"
"bdr:WA0RT0658","bdr:MW23702_0662","སྒྲོན་མ་གསལ་བ་ཞེས་བྱ་བའི་འགྲེལ་བཤད།"
"bdr:WA0RT0658","bdr:MW2KG5015_1454","སྒྲོན་མ་གསལ་བར་བྱེད་པ་ཞེས་བྱ་བའི་འགྲེལ་བཤད།"
"bdr:WA0RT0658","bdr:MW23703_1794","སྒྲོན་མ་གསལ་བར་བྱེད་པ་ཞེས་བྱ་བའི་འགྲེལ་བཤད།"
"bdr:WA0RT0658","bdr:MW1PD95844_0696","སྒྲོན་མ་གསལ་བ་ཞེས་བྱ་བའི་འགྲེལ་བཤད།"
"bdr:WA0RT0658","bdr:MW1KG13126_2659","སྒྲོན་མ་གསལ་བར་བྱེད་པ་ཞེས་བྱ་བའི་འགྲེལ་བཤད།"
"bdr:WA0RT0667","bdr:MW1KG13126_2668","སྤྱོད་པ་བསྡུས་པའི་སྒྲོན་མ།"
"bdr:WA0RT0667","bdr:MW23702_0671","སྤྱོད་པ་བསྡུས་པའི་སྒྲོན་མ།"
"bdr:WA0RT0667","bdr:MW1KG13126_5379","སྤྱོད་པ་བསྡུས་པའི་སྒྲོན་མ།"
"bdr:WA0RT0667","bdr:MW2KG5015_1463","སྤྱོད་པ་བསྡུས་པའི་སྒྲོན་མ།"
"bdr:WA0RT0667","bdr:MW23703_1803","སྤྱོད་པ་བསྡུས་པའི་སྒྲོན་མ།"
"bdr:WA0RT0667","bdr:MW1PD95844_0705","སྤྱོད་པ་བསྡུས་པའི་སྒྲོན་མ།"
"bdr:WA0RT0667","bdr:MW23702_3360","སྤྱོད་པ་བསྡུས་པའི་སྒྲོན་མ།"
"bdr:WA0RT0667","bdr:MW23702_3382","སྤྱོད་པ་བསྡུས་པའི་སྒྲོན་མ།"
"bdr:WA0RT0667","bdr:MW1PD95844_3191","སྤྱོད་པ་བསྡུས་པའི་སྒྲོན་མ།"
"bdr:WA0RT0667","bdr:MW22704_1463","སྤྱོད་པ་བསྡུས་པའི་སྒྲོན་མ།"
"bdr:WA0RTI0668","bdr:IE0GR0262","Aryadeva: Cittavisuddhiprakarana"
"bdr:WA0RT0668","bdr:MW23702_0672","སེམས་ཀྱི་སྒྲིབ་པ་རྣམ་པར་སྦྱོང་བ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT0668","bdr:MW1KG13126_2669","སེམས་ཀྱི་སྒྲིབ་པ་རྣམ་པར་སྦྱོང་བ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT0668","bdr:MW23703_1804","སེམས་ཀྱི་སྒྲིབ་པ་རྣམ་པར་སྦྱོང་བ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT0668","bdr:MW1PD95844_0706","སེམས་ཀྱི་སྒྲིབ་པ་རྣམ་པར་སྦྱོང་བ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT0668","bdr:MW22704_1464","སེམས་ཀྱི་སྒྲིབ་པ་རྣམ་པར་སྦྱོང་བ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT0668","bdr:MW2KG5015_1464","སེམས་ཀྱི་སྒྲིབ་པ་རྣམ་པར་སྦྱོང་བ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT0669","bdr:MW1KG13126_2670","བདག་བྱིན་གྱིས་བརླབ་པའི་རིམ་པ་རྣམ་པར་དབྱེ་བ།"
"bdr:WA0RT0669","bdr:MW2KG5015_1465","བདག་བྱིན་གྱིས་བརླབ་པའི་རིམ་པ་རྣམ་པར་དབྱེ་བ།"
"bdr:WA0RT0669","bdr:MW22704_1465","བདག་བྱིན་གྱིས་བརླབ་པའི་རིམ་པ་རྣམ་པར་དབྱེ་བ།"
"bdr:WA0RT0669","bdr:MW23703_1805","བདག་བྱིན་གྱིས་བརླབ་པའི་རིམ་པ་རྣམ་པར་དབྱེ་བ།"
"bdr:WA0RT0669","bdr:MW23702_0673","བདག་བྱིན་གྱིས་བརླབ་པའི་རིམ་པ་རྣམ་པར་དབྱེ་བ།"
"bdr:WA0RT0669","bdr:MW1PD95844_0707","བདག་བྱིན་གྱིས་བརླབ་པའི་རིམ་པ་རྣམ་པར་དབྱེ་བ།"
"bdr:WA0RT0671","bdr:MW23703_1807","རོ་བསྲེག་པའི་ཆོ་ག"
"bdr:WA0RT0671","bdr:MW1PD95844_0709","རོ་བསྲེག་པའི་ཆོ་ག"
"bdr:WA0RT0671","bdr:MW23702_0675","རོ་བསྲེག་པའི་ཆོ་ག"
"bdr:WA0RT0671","bdr:MW22704_1467","རོ་བསྲེག་པའི་ཆོ་ག"
"bdr:WA0RT0671","bdr:MW2KG5015_1467","རོ་བསྲེག་པའི་ཆོ་ག"
"bdr:WA0RT0671","bdr:MW1KG13126_2672","རོ་བསྲེག་པའི་ཆོ་ག"
"bdr:WA0RT0672","bdr:MW2KG5015_1468","དཔལ་གསང་བ་འདུས་པའི་རྫོགས་རིམ་མཐར་ཕྱིན་པ།"
"bdr:WA0RT0672","bdr:MW23702_0676","དཔལ་གསང་བ་འདུས་པའི་རྫོགས་རིམ་མཐར་ཕྱིན་པ།"
"bdr:WA0RT0672","bdr:MW23703_1808","དཔལ་གསང་བ་འདུས་པའི་རྫོགས་རིམ་མཐར་ཕྱིན་པ།"
"bdr:WA0RT0672","bdr:MW1PD95844_0710","དཔལ་གསང་བ་འདུས་པའི་རྫོགས་རིམ་མཐར་ཕྱིན་པ།"
"bdr:WA0RT0672","bdr:MW1KG13126_2673","དཔལ་གསང་བ་འདུས་པའི་རྫོགས་རིམ་མཐར་ཕྱིན་པ།"
"bdr:WA0RT0672","bdr:MW22704_1468","དཔལ་གསང་བ་འདུས་པའི་རྫོགས་རིམ་མཐར་ཕྱིན་པ།"
"bdr:WA0RT1125","bdr:MW23702_1130","རྣམ་པར་མི་རྟོག་པའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT1125","bdr:MW23703_2279","རྣམ་པར་མི་རྟོག་པའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT1125","bdr:MW2KG5015_1922","རྣམ་པར་མི་རྟོག་པའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT1125","bdr:MW1KG13126_3126","རྣམ་པར་མི་རྟོག་པའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT1125","bdr:MW1PD95844_1187","རྣམ་པར་མི་རྟོག་པའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT1125","bdr:MW22704_1922","རྣམ་པར་མི་རྟོག་པའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT1284","bdr:MW1KG13126_3285","དུག་ལྔ་སྦས་པའི་ལམ་མཆོག་ཏུ་གསང་བ་བསམ་གྱིས་མི་ཁྱབ་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT1284","bdr:MW22704_2081","དུག་ལྔ་སྦས་པའི་ལམ་མཆོག་ཏུ་གསང་བ་བསམ་གྱིས་མི་ཁྱབ་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT1284","bdr:MW2KG5015_2081","དུག་ལྔ་སྦས་པའི་ལམ་མཆོག་ཏུ་གསང་བ་བསམ་གྱིས་མི་ཁྱབ་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT1284","bdr:MW23702_1289","དུག་ལྔ་སྦས་པའི་ལམ་མཆོག་ཏུ་གསང་བ་བསམ་གྱིས་མི་ཁྱབ་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT1284","bdr:MW23703_2457","དུག་ལྔ་སྦས་པའི་ལམ་མཆོག་ཏུ་གསང་བ་བསམ་གྱིས་མི་ཁྱབ་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT1284","bdr:MW1PD95844_1359","དུག་ལྔ་སྦས་པའི་ལམ་མཆོག་ཏུ་གསང་བ་བསམ་གྱིས་མི་ཁྱབ་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT2694","bdr:MW22704_3484","གོ་བར་བྱེད་པ་སྙིང་པོ་བརྒྱ་པ།"
"bdr:WA0RT2694","bdr:MW2KG5015_3484","གོ་བར་བྱེད་པ་སྙིང་པོ་བརྒྱ་པ།"
"bdr:WA0RT2694","bdr:MW1PD95844_1236","གོ་བར་བྱེད་པ་སྙིང་པོ་བརྒྱ་པ།"
"bdr:WA0RT2694","bdr:MW1KG13126_4695","གོ་བར་བྱེད་པ་སྙིང་པོ་བརྒྱ་པ།"
"bdr:WA0RT2694","bdr:MW23703_2334","གོ་བར་བྱེད་པ་སྙིང་པོ་བརྒྱ་པ།"
"bdr:WA0RT2694","bdr:MW23702_2694","གོ་བར་བྱེད་པ་སྙིང་པོ་བརྒྱ་པ།"
"bdr:WA0RT2694","bdr:MW1PD95844_2805","གནོད་སྦྱིན་ནག་པོ་ཆེན་པོ་ལ་རིན་པོ་ཆེ་བསྟོད་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3189","bdr:MW23702_3247","ཆ་ཤས་ཀྱི་ཡན་ལག་ཅེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3189","bdr:MW1PD95844_3070","ཆ་ཤས་ཀྱི་ཡན་ལག་ཅེས་བྱ་བའི་རབ་ཏུ་བྱེད་པའི་འགྲེལ་པ།"
"bdr:WA0RT3189","bdr:MW23703_3844","ཆ་ཤས་ཀྱི་ཡན་ལག་ཅེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3189","bdr:MW1KG13126_5244","ཆ་ཤས་ཀྱི་ཡན་ལག་ཅེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3189","bdr:MW2KG5015_4033","ཆ་ཤས་ཀྱི་ཡན་ལག་ཅེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3189","bdr:MW22704_4033","ཆ་ཤས་ཀྱི་ཡན་ལག་ཅེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RTI3190","bdr:IE0GR0303","Hastavalaprakaranavrtti"
"bdr:WA0RT3190","bdr:MW1PD95844_3070","ཆ་ཤས་ཀྱི་ཡན་ལག་ཅེས་བྱ་བའི་རབ་ཏུ་བྱེད་པའི་འགྲེལ་པ།"
"bdr:WA0RT3190","bdr:MW1KG13126_5245","ཆ་ཤས་ཀྱི་ཡན་ལག་ཅེས་བྱ་བའི་རབ་ཏུ་བྱེད་པའི་འགྲེལ་པ།"
"bdr:WA0RT3190","bdr:MW2KG5015_4034","ཆ་ཤས་ཀྱི་ཡན་ལག་ཅེས་བྱ་བའི་རབ་ཏུ་བྱེད་པའི་འགྲེལ་པ།"
"bdr:WA0RT3190","bdr:MW22704_4034","ཆ་ཤས་ཀྱི་ཡན་ལག་ཅེས་བྱ་བའི་རབ་ཏུ་བྱེད་པའི་འགྲེལ་པ།"
"bdr:WA0RT3190","bdr:MW23703_3845","ཆ་ཤས་ཀྱི་ཡན་ལག་ཅེས་བྱ་བའི་རབ་ཏུ་བྱེད་པའི་འགྲེལ་པ།"
"bdr:WA19459","bdr:IE0GR0261","Aryadeva: Catuhsatika"
"bdr:WA0RT3191","bdr:MW23702_3249","བསྟན་བཅོས་བཞི་བརྒྱ་པ་ཞེས་བྱ་བའི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA0RT3191","bdr:MW1PD95844_3071","བསྟན་བཅོས་བཞི་བརྒྱ་པ་ཞེས་བྱ་བའི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA0RT3191","bdr:MW22704_4035","བསྟན་བཅོས་བཞི་བརྒྱ་པ་ཞེས་བྱ་བའི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA0RT3191","bdr:MW1KG13126_5246","བསྟན་བཅོས་བཞི་བརྒྱ་པ་ཞེས་བྱ་བའི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA0RT3191","bdr:MW2KG5015_4035","བསྟན་བཅོས་བཞི་བརྒྱ་པ་ཞེས་བྱ་བའི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA0RT3191","bdr:MW23703_3846","བསྟན་བཅོས་བཞི་བརྒྱ་པ་ཞེས་བྱ་བའི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA0RT3192","bdr:MW2KG5015_4036","འཁྲུལ་པ་བཟློག་པའི་རིགས་པ་གཏན་ཚིགས་གྲུབ་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3192","bdr:MW23702_3250","འཁྲུལ་བ་བཟློག་པའི་རིགས་པ་གཏན་ཚིགས་གྲུབ་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3192","bdr:MW1KG13126_5247","འཁྲུལ་པ་བཟློག་པའི་རིགས་པ་གཏན་ཚིགས་གྲུབ་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3192","bdr:MW23703_3847","འཁྲུལ་པ་བཟློག་པའི་རིགས་པ་གཏན་ཚིགས་གྲུབ་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3192","bdr:MW22704_4036","འཁྲུལ་པ་བཟློག་པའི་རིགས་པ་གཏན་ཚིགས་གྲུབ་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3192","bdr:MW1PD95844_3073","འཁྲུལ་པ་བཟློག་པའི་རིགས་པ་གཏན་ཚིགས་གྲུབ་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3193","bdr:MW1KG13126_5248","རབ་ཏུ་བྱེད་པ་ལག་པའི་ཚད་ཀྱི་ཚིག་ལེའུལ་བྱས་པ།"
"bdr:WA0RT3193","bdr:MW22704_4037","རབ་ཏུ་བྱེད་པ་ལག་པའི་ཚད་ཀྱི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA0RT3193","bdr:MW1PD95844_3074","རབ་ཏུ་བྱེད་པ་ལག་པའི་ཚད་ཀྱི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA0RT3193","bdr:MW2KG5015_4037","རབ་ཏུ་བྱེད་པ་ལག་པའི་ཚད་ཀྱི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA0RT3193","bdr:MW23703_3848","རབ་ཏུ་བྱེད་པ་ལག་པའི་ཚད་ཀྱི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA0RT3193","bdr:MW23702_3251","རབ་ཏུ་བྱེད་པ་ལག་པའི་ཚད་ཀྱི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA0RT3194","bdr:MW1PD95844_3075","ལག་པའི་ཚད་ཀྱི་འགྲེལ་པ།"
"bdr:WA0RT3194","bdr:MW22704_4038","ལག་པའི་ཚད་ཀྱི་འགྲེལ་པ།"
"bdr:WA0RT3194","bdr:MW23702_3252","ལག་པའི་ཚད་ཀྱི་འགྲེལ་པ།"
"bdr:WA0RT3194","bdr:MW23703_3849","ལག་པའི་ཚད་ཀྱི་འགྲེལ་པ།"
"bdr:WA0RT3194","bdr:MW2KG5015_4038","ལག་པའི་ཚད་ཀྱི་འགྲེལ་པ།"
"bdr:WA0RT3194","bdr:MW1KG13126_5249","ལག་པའི་ཚད་ཀྱི་འགྲེལ་པ།"
"bdr:WA0RT3195","bdr:MW1KG13126_5250","དབུ་མ་འཁྲུལ་པ་འཇོམས་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3195","bdr:MW22704_4039","དབུ་མ་འཁྲུལ་པ་འཇོམས་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3195","bdr:MW23702_3253","དབུ་མ་འཁྲུལ་པ་འཇོམས་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3195","bdr:MW23703_3850","དབུ་མ་འཁྲུལ་པ་འཇོམས་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3195","bdr:MW2KG5015_4039","དབུ་མ་འཁྲུལ་པ་འཇོམས་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3195","bdr:MW1PD95844_3076","དབུ་མ་འཁྲུལ་པ་འཇོམས་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3981","bdr:MW22704_1466","མངོན་པར་བྱང་ཆུབ་པའི་རིམ་པའི་མན་ངག"
"bdr:WA0RT3981","bdr:MW2KG5015_1466","མངོན་པར་བྱང་ཆུབ་པའི་རིམ་པའི་མན་ངག"
"bdr:WA0RT3981","bdr:MW1KG13126_2671","མངོན་པར་བྱང་ཆུབ་པའི་རིམ་པའི་མན་ངག"
"bdr:WA0RT3981","bdr:MW23703_1806","མངོན་པར་བྱང་ཆུབ་པའི་རིམ་པའི་མན་ངག"
"bdr:WA0NGMCP60824","bdr:MW0NGMCP60824","ཨཱར་ཡ་དེ་ཝས་མཛད་པའི་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་ཚིགས་སུ་བཅད་པ་ཆེན་མོ།"
"bdr:WA0NGMCP62364","bdr:MW0NGMCP62364","བསྟན་བཅོས་བཞི་བརྒྱ་པ་ཞེས་བྱ་བའི་ཚིག་ལེའུར་བྱ་བ།"
"bdr:WA1NLM2855","bdr:MW1NLM2855","བསྟན་བཅོས་བཞི་བརྒྱ་པ་ཞེས་བྱ་བའི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA1NLM2855","bdr:MW3PD988_98307C","བསྟན་བཅོས་བཞི་བརྒྱ་པ་ཞེས་བྱ་བའི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA3CN1455","conceptual","དབུ་མ་བཞི་བརྒྱ་པ།"
