"wa","mw","mwlu"
"bdr:WA322","bdr:MW322","དཔལ་ཆོས་ཀྱི་གྲགས་པས་མཛད་པའི་ཚད་མ་རྣམ་འགྲེལ་གྱི་རང་འགྲེལ་ལས་རང་དོན་རྗེས་དཔག་གི་སྐོར་རྩ་འགྲེལ་ཤན་སྦྱར།"
"bdr:WA1KG8769","bdr:MW1KG8769","དབུ་མ་འཇུག་པ་ལ་སོགས་པ་རྩ་བ་ཕྱོགས་བསྒྲིགས།"
"bdr:WA1KG14795","bdr:MW1KG14795","སྐྱེས་རབས་སོ་བཞི་བའི་རྩ་འགྲེལ།"
"bdr:WA1NLM3344","bdr:MW1NLM3344","རྒྱས་པའི་བསྟན་བཅོས་ཚད་མ་རྣམ་འགྲེལ།"
"bdr:WA8LS17947","bdr:MW8LS17947","དབུ་མ་འཇུག་པ། མངོན་རྟོགས་རྒྱན། མཛོད། འདུལ་བ་དང་རྣམ་འགྲེལ་བཅས་ཀྱི་རྩ་བ།"
"bdr:WA22293","bdr:IE0GR0278","Dharmakirti: Pramanaviniscaya (fragment)"
"bdr:WA8LS67997","bdr:MW8LS67997","གཞུང་པོ་ཏི་ལྔའི་རྩ་བ།"
"bdr:WA2KG232489","bdr:MW2KG232489","རྣམ་འགྲེལ་རྩ་བ་དང་། མངོན་རྟོགས་རྒྱན། དབུ་མ་འཇུག་པ། མཛོད་རྩ་བ་བཅས་རྩ་བ་བཞི།"
"bdr:WA8LS26188","bdr:MW8LS26188","ཚད་མ་རྣམ་འགྲེལ་གྱི་བཤད་པ་ལེགས་བཤད་སྣང་བའི་གཏེར།"
"bdr:WA8LS26188","bdr:MW1KG3515","ཚད་མ་རྣམ་འགྲེལ་གྱི་འགྲེལ་པ་ལེགས་བཤད་སྣང་བའི་གཏེར།"
"bdr:WA1KG16156","bdr:MW3CN5593","ཚད་མའི་སྐོར་གྱི་རྒྱ་གཞུང་རྩ་འགྲེལ།"
"bdr:WA1KG16156","bdr:MW1KG16156","ཚད་མའི་སྐོར་གྱི་རྒྱ་གཞུང་རྩ་འགྲེལ།"
"bdr:WA1NLM3444","bdr:MW1NLM3444","དཔལ་ཆོས་ཀྱི་གྲགས་པས་མཛད་པའི་རྒྱུད་གཞན་གྲུབ་པ་ཞེས་བྱ་བའི་བསྟན་བཅོས་ཀྱི་འགྲེལ་པ་མཁས་པ་ཡིད་འཕྲོག་སོགས།"
"bdr:WA1KG12658","bdr:MW1KG12658","ཚད་མ་རྣམ་འགྲེལ་གྱི་རྩ་བ།"
"bdr:WA1KG12658","bdr:MW1KG1626","ཚད་མ་རྣམ་འགྲེལ་གྱི་རྩ་བ།"
"bdr:WA1KG12658","bdr:MW3CN4970","ཚད་མ་རྣམ་འགྲེལ་གྱི་རྩ་བ།"
"bdr:WA3CN22974","bdr:MW3CN22974","ཚད་མ་རིག་པའི་སྐོར་གྱི་རྒྱ་གཞུང་འགའ་ཞིག"
"bdr:WA1KG8893","bdr:MW2KG234636","རྒྱས་པའི་བསྟན་བཅོས་ཚད་མ་རྣམ་འགྲེལ།"
"bdr:WA1KG8893","bdr:MW1AC56","རྒྱས་པའི་བསྟན་བཅོས་ཚད་མ་རྣམ་འགྲེལ།"
"bdr:WA1KG8893","bdr:MW1KG8893","རྒྱས་པའི་བསྟན་བཅོས་ཚད་མ་རྣམ་འགྲེལ།"
"bdr:WA1KG8893","bdr:MW2KG234637","རྒྱས་པའི་བསྟན་བཅོས་ཚད་མ་རྣམ་འགྲེལ།"
"bdr:WA00EGS1017687","bdr:IE0GR0279","Dharmakirti: Sambandhapariksa, with Prabhacandra's commentary"
"bdr:WA1NLM1318","bdr:MW1NLM1318","རྣམ་འགྲེལ་གྱི་རྩ་བ།"
"bdr:WA8LS66532","bdr:MW8LS66532","ཚད་མ་རྣམ་འགྲེལ་གྱི་རྣམ་བཤད་ཐར་ལམ་གསལ་བྱེད།"
"bdr:WA1NLM835","bdr:MW1NLM835","ཚད་མ་རྣམ་འགྲེལ་གྱི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA1NLM835","bdr:MW1NLM1553","ཚད་མ་རྣམ་འགྲེལ་གྱི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA1NLM835","bdr:MW0NGMCP52722","ཚད་མ་རྣམ་འགྲེལ་གྱི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA4CZ16852","bdr:IE0GR0271","Dharmakirti: Hetubindu"
"bdr:WA4CZ16851","bdr:IE0GR0273","Dharmakirti: Nyayabindu"
"bdr:WA4CZ16851","bdr:IE0GR0275","Dharmakirti: Nyayabinduprakarana"
"bdr:WA0RT3551","bdr:MW23702_3716","འབྲེལ་བ་བརྟག་པའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3551","bdr:MW2KG5015_4502","འབྲེལ་པ་བརྟག་པའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3551","bdr:MW23703_4214","འབྲེལ་པ་བརྟག་པའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3551","bdr:MW1PD95844_3447","འབྲེལ་པ་བརྟག་པའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3551","bdr:MW1KG13126_5713","འབྲེལ་པ་བརྟག་པའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3551","bdr:MW22704_4502","འབྲེལ་པ་བརྟག་པའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3555","bdr:MW1KG13126_5715","རྩོད་པའི་རིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3555","bdr:MW23702_3718","རྩོད་པའི་རིགས་པ་ཞེས་བྱ་བ་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3555","bdr:MW2KG5015_4504","རྩོད་པའི་རིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3555","bdr:MW1PD95844_3450","རྩོད་པའི་རིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3555","bdr:MW22704_4504","རྩོད་པའི་རིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3555","bdr:MW23703_4218","རྩོད་པའི་རིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT0047","bdr:MW23702_0047","སངས་རྒྱས་ཡོངས་སུ་མྱ་ངན་ལས་འདས་པ་ལ་བསྟོད་པ།"
"bdr:WA0RT0047","bdr:MW1PD95844_0050","སངས་རྒྱས་ཡོངས་སུ་མྱ་ངན་ལས་འདས་པ་ལ་བསྟོད་པ།"
"bdr:WA0RT0047","bdr:MW22704_0836","སངས་རྒྱས་ཡོངས་སུ་མྱ་ངན་ལས་འདས་པ་ལ་བསྟོད་པ།"
"bdr:WA0RT0047","bdr:MW1KG13126_2047","སངས་རྒྱས་ཡོངས་སུ་མྱ་ངན་ལས་འདས་པ་ལ་བསྟོད་པ།"
"bdr:WA0RT0047","bdr:MW23703_1158","སངས་རྒྱས་ཡོངས་སུ་མྱ་ངན་ལས་འདས་པ་ལ་བསྟོད་པ།"
"bdr:WA0RT0047","bdr:MW2KG5015_0836","སངས་རྒྱས་ཡོངས་སུ་མྱ་ངན་ལས་འདས་པ་ལ་བསྟོད་པ།"
"bdr:WA0RT0159","bdr:MW22704_0949","དཔལ་རྡོ་རྗེ་མཁའ་འགྲོའི་བསྟོད་པ་རྒྱུན་ཆགས་ཞེས་བྱ་བ།"
"bdr:WA0RT0159","bdr:MW23703_1442","དཔལ་རྡོ་རྗེ་མཁའ་འགྲོའི་བསྟོད་པ་རྒྱུན་ཆགས་ཞེས་བྱ་བ།"
"bdr:WA0RT0159","bdr:MW1KG13126_2159","དཔལ་རྡོ་རྗེ་མཁའ་འགྲོའི་བསྟོད་པ་རྒྱུན་ཆགས་ཞེས་བྱ་བ།"
"bdr:WA0RT0159","bdr:MW2KG5015_0949","དཔལ་རྡོ་རྗེ་མཁའ་འགྲོའི་བསྟོད་པ་རྒྱུན་ཆགས་ཞེས་བྱ་བ།"
"bdr:WA0RT0159","bdr:MW23702_0161","དཔལ་རྡོ་རྗེ་མཁའ་འགྲོའི་བསྟོད་པ་རྒྱུན་ཆགས་ཞེས་བྱ་བ།"
"bdr:WA0RT0159","bdr:MW1PD95844_0340","དཔལ་རྡོ་རྗེ་མཁའ་འགྲོའི་བསྟོད་པ་རྒྱུན་ཆགས་ཞེས་བྱ་བ།"
"bdr:WA0RT3547","bdr:MW1PD95844_3443","རྒྱས་པའི་བསྟན་བཅོས་ཚད་མ་རྣམ་འགྲེལ།"
"bdr:WA0RT3547","bdr:MW23703_4210","ཚད་མ་རྣམ་འགྲེལ་གྱི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA0RT3547","bdr:MW23702_3712","ཚད་མ་རྣམ་འགྲེལ་གྱི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA0RT3547","bdr:MW2KG5015_4498","ཚད་མ་རྣམ་འགྲེལ་གྱི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA0RT3547","bdr:MW22704_4498","ཚད་མ་རྣམ་འགྲེལ་གྱི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA0RT3547","bdr:MW1KG13126_5709","ཚད་མ་རྣམ་འགྲེལ་གྱི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA0RTI3547","bdr:IE0GR0276","Dharmakirti: Pramanavarttikakarika 2-4"
"bdr:WA0RTI3547","bdr:IE0GR0343","Pramanavartika"
"bdr:WA0RT3548","bdr:MW2KG5015_4499","ཚད་མ་རྣམ་པར་ངེས་པ།"
"bdr:WA0RT3548","bdr:MW23703_4211","ཚད་མ་རྣམ་པར་ངེས་པ།"
"bdr:WA0RT3548","bdr:MW23702_3713","ཚད་མ་རྣམ་པར་ངེས་པ།"
"bdr:WA0RT3548","bdr:MW1KG13126_5710","ཚད་མ་རྣམ་པར་ངེས་པ།"
"bdr:WA0RT3548","bdr:MW22704_4499","ཚད་མ་རྣམ་པར་ངེས་པ།"
"bdr:WA0RT3548","bdr:MW1PD95844_3444","ཚད་མ་རྣམ་པར་ངེས་པ།"
"bdr:WA0RT3549","bdr:MW1KG13126_5711","རིགས་པའི་ཐིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3549","bdr:MW2KG5015_4500","རིགས་པའི་ཐིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3549","bdr:MW23702_3714","རིགས་པའི་ཐིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3549","bdr:MW23703_4212","རིགས་པའི་ཐིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3549","bdr:MW22704_4500","རིགས་པའི་ཐིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3549","bdr:MW1PD95844_3445","རིགས་པའི་ཐིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3550","bdr:MW22704_4501","གཏན་ཚིགས་ཀྱི་ཐིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3550","bdr:MW1PD95844_3446","གཏན་ཚིགས་ཀྱི་ཐིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3550","bdr:MW23702_3715","གཏན་ཚིགས་ཀྱི་ཐིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3550","bdr:MW1KG13126_5712","གཏན་ཚིགས་ཀྱི་ཐིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3550","bdr:MW23703_4213","གཏན་ཚིགས་ཀྱི་ཐིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3550","bdr:MW2KG5015_4501","གཏན་ཚིགས་ཀྱི་ཐིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3552","bdr:MW22704_4503","འབྲེལ་པ་བརྟག་པའི་འགྲེལ་པ།"
"bdr:WA0RT3552","bdr:MW2KG5015_4503","འབྲེལ་པ་བརྟག་པའི་འགྲེལ་པ།"
"bdr:WA0RT3552","bdr:MW1KG13126_5714","འབྲེལ་པ་བརྟག་པའི་འགྲེལ་པ།"
"bdr:WA0RT3552","bdr:MW1PD95844_3448","འབྲེལ་པ་བརྟག་པའི་འགྲེལ་པ།"
"bdr:WA0RT3552","bdr:MW23702_3717","འབྲེལ་བ་བརྟག་པའི་འགྲེལ་པ།"
"bdr:WA0RT3552","bdr:MW23703_4215","འབྲེལ་པ་བརྟག་པའི་འགྲེལ་པ།"
"bdr:WA0RT3553","bdr:MW1KG13126_5717A","ཚད་མ་རྣམ་འགྲེལ་གྱི་འགྲེལ་པ།"
"bdr:WA0RT3553","bdr:MW23702_3719","ཚད་མ་རྣམ་འགྲེལ་གྱི་འགྲེལ་པ།"
"bdr:WA0RT3553","bdr:MW22704_4506","ཚད་མ་རྣམ་འགྲེལ་གྱི་འགྲེལ་པ།"
"bdr:WA0RT3553","bdr:MW23703_4216","ཚད་མ་རྣམ་འགྲེལ་གྱི་འགྲེལ་པ།"
"bdr:WA0RT3553","bdr:MW1PD95844_3449","ཚད་མ་རྣམ་འགྲེལ་གྱི་འགྲེལ་པ།"
"bdr:WA0RT3553","bdr:MW2KG5015_4506","ཚད་མ་རྣམ་འགྲེལ་གྱི་འགྲེལ་པ།"
"bdr:WA0RTI3553","bdr:IE0GR0277","Dharmakirti: Pramanavarttikasvavrtti"
"bdr:WA0RT3556","bdr:MW23702_3719","ཚད་མ་རྣམ་འགྲེལ་གྱི་འགྲེལ་པ།"
"bdr:WA0RT3556","bdr:MW1KG13126_5716","རྒྱུད་གཞན་གྲུབ་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3556","bdr:MW22704_4505","རྒྱུད་གཞན་གྲུབ་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3556","bdr:MW2KG5015_4505","རྒྱུད་གཞན་གྲུབ་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3556","bdr:MW1PD95844_3451","རྒྱུད་གཞན་གྲུབ་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3556","bdr:MW23703_4219","རྒྱུད་གཞན་གྲུབ་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA00KG03837","conceptual","ཚད་མ་རྣམ་པར་ངེས་པ།"
