"wa","mw","mwlu"
"bdr:WA1NLM1425","bdr:MW1NLM1425","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ་སོགས།"
"bdr:WA1NLM1425","bdr:MW1NLM1592","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ་སོགས།"
"bdr:WA21914","bdr:MW21914","སྤྱོད་འཇུག་རྩ་འགྲེལ།"
"bdr:WA1KG23738","bdr:MW1KG23738","བློ་བཟང་དགོངས་རྒྱན་མུ་ཏིག་ཕྲེང་མཛེས་དེབ་བཅུ་གཉིས་པ།"
"bdr:WA0XLF193D65B877F","bdr:MW00EGS1016238_F193D6","རྒྱལ་སྲས་ཞི་བ་ལྷས་བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ་ལས་བདག་གཞན་བརྗེ་བ་གསུངས་པ།"
"bdr:WA19740","bdr:MW0IA_HOD13","Bodhicaryāvatāra"
"bdr:WA19740","bdr:MW1NLM2814","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།"
"bdr:WA19740","bdr:MW0CDL0MS-OR-00728-00008","Bodhicaryāvatāra"
"bdr:WA19740","bdr:IE0GR0353","Santideva: Bodhicaryavatara"
"bdr:WA19740","bdr:IE0GR0356","Santideva: Bodhicaryavatara"
"bdr:WA19740","bdr:MW0UTSAT0262","Bodhicaryāvatāra"
"bdr:WA19740","bdr:MW0UTSAT0264","Bodhicaryāvatāra"
"bdr:WA8LS76731","bdr:MW8LS76731","བློ་སྦྱོང་གི་སྐོར་སོགས་ཆོས་ཚན་ཁག་བཅུ་གཅིག་ཕྱོགས་གཅིག་ཏུ་བཀོད་པ་བདག་འཛིན་འགོང་པོ་རྩད་ནས་གཅོད་པའི་རལ་གྲི།"
"bdr:WA1NLM255","bdr:MW1NLM255","བསླབ་བཏུས་ལ་སོགས།"
"bdr:WA4CZ16765","bdr:MW0CDL0MS-ADD-01478","Śikṣāsamuccaya"
"bdr:WA4CZ16765","bdr:IE0GR0357","Santideva: Siksasamuccaya, analytic text"
"bdr:WA0XL6E3C9739E987","bdr:MW1NLM2737_6E3C97","ལྟུང་བ་བཤགས་པའི་ཆོ་ག"
"bdr:WA1KG24645","bdr:MW1KG24645","བཤེས་པའི་སྤྲིངས་ཡིག་དང་སྤྱོད་འཇུག་སོགས།"
"bdr:WA1KG23848","bdr:MW1KG23848","བསླབ་པ་ཀུན་ལས་བཏུས་པ།"
"bdr:WA1KG23848","bdr:MW0NGMCP64650","བསླབ་པ་ཀུན་ལས་བཏུས་པ།"
"bdr:WA8LS66268","bdr:MW8LS66268","སྤྱོད་པ་ལ་འཇུག་པ་དང་བསྒོམ་རིམ་བར་པ།"
"bdr:WA1NLM3910","bdr:MW1NLM3910","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ་ལས་བསྔོ་བ་ཞེས་བྱ་བ་ལེའུ། བདེ་བ་ཅན་གྱི་ཞིང་དུ་སྐྱེ་བ་འཛིན་པའི་སྨོན་ལམ་ཞིང་མཆོག་སྒོ་འབྱེད་སོགས།"
"bdr:WA1KG10436","bdr:MW1KG10436","སྤྱོད་འཇུག་རྩ་བ་དང་འགྲེལ་པ་ཚིག་དོན་ཀུན་གསལ་བར་བྱེད་པ་སྐལ་བཟང་རྣམས་ཀྱི་འཇུག་ངོགས།"
"bdr:WA3CN552","bdr:MW3CN552","སྤྱོད་འཇུག་རྩ་བ་དང་ས་བཅད་སྦྱར་བ།"
"bdr:WA0RT1168","bdr:MW22704_1965","ལྷན་ཅིག་སྐྱེས་པའི་གླུ།"
"bdr:WA0RT1168","bdr:MW23702_1173","ལྷན་ཅིག་སྐྱེས་པའི་གླུ།"
"bdr:WA0RT1168","bdr:MW23703_2341","ལྷན་ཅིག་སྐྱེས་པའི་གླུ།"
"bdr:WA0RT1168","bdr:MW1KG13126_3169","ལྷན་ཅིག་སྐྱེས་པའི་གླུ།"
"bdr:WA0RT1168","bdr:MW1PD95844_1243","ལྷན་ཅིག་སྐྱེས་པའི་གླུ།"
"bdr:WA0RT1168","bdr:MW2KG5015_1965","ལྷན་ཅིག་སྐྱེས་པའི་གླུ།"
"bdr:WA0RT3216","bdr:MW4CZ301801","སྤྱོད་འཇུག"
"bdr:WA0RT3216","bdr:MW21971","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།"
"bdr:WA0RT3216","bdr:MW8LS76623","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།"
"bdr:WA0RT3216","bdr:MW22704_4061","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།"
"bdr:WA0RT3216","bdr:MW2KG5015_4061","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།"
"bdr:WA0RT3216","bdr:MW1KG13126_5272","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།"
"bdr:WA0RT3216","bdr:MW23702_3275","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།"
"bdr:WA0RT3216","bdr:MW23703_3871","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།"
"bdr:WA0RT3216","bdr:MW1PD95844_3099","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།"
"bdr:WA0RT3216","bdr:MW3CN1560","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།"
"bdr:WA0RT3216","bdr:MW1NLM2091","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།"
"bdr:WA0RT3216","bdr:MW8LS76622","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།"
"bdr:WA0RT3216","bdr:MW3CN3114","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།"
"bdr:WA0RT3216","bdr:MW1NLM2157","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།"
"bdr:WA0RT3216","bdr:MW8LS43901","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།"
"bdr:WA0RT3216","bdr:MW1NLM708","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།"
"bdr:WA0RT3216","bdr:MW8LS76581","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།"
"bdr:WA0RT3216","bdr:MW25983_A4918F","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།"
"bdr:WA0RT3216","bdr:MW0NGMCP42839","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།"
"bdr:WA0RT3216","bdr:MW0NGMCP47446","བྱང་ཆུབ་སེམས་པའི་སྤྱོད་པ་ལ་འཇུག་པ།"
"bdr:WA0RT3216","bdr:MW0NGMCP52728","བྱང་ཆུབ་སེམས་པའི་སྤྱོད་པ་ལ་འཇུག་པ།"
"bdr:WA0RT3216","bdr:MW0NGMCP54043","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།"
"bdr:WA0RT3216","bdr:MW0NGMCP54399","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།"
"bdr:WA0RT3216","bdr:MW0NGMCP56647","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།"
"bdr:WA0RT3216","bdr:MW0NGMCP56902","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།"
"bdr:WA0RT3216","bdr:MW0NGMCP58607","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།"
"bdr:WA0RT3216","bdr:MW0NGMCP58645","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།"
"bdr:WA0RT3216","bdr:MW0NGMCP62151","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།"
"bdr:WA0RT3216","bdr:MW0NGMCP66668","བྱང་ཆུབ་སེབས་དཔའི་སྤྱོད་པ་ལ་འཇུགས་པ།"
"bdr:WA0RT3216","bdr:MW0NGMCP67440","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།"
"bdr:WA0RT3216","bdr:MW0NGMCP68015","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།"
"bdr:WA0RT3216","bdr:MW0NGMCP70905","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།"
"bdr:WA0RT3280","bdr:MW1KG13126_5335","བསླབ་པ་ཀུན་ལས་བཏུས་པའི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA0RT3280","bdr:MW23702_3338","བསླབ་པ་ཀུན་ལས་བཏུས་པའི་ཚིག་ལེའུར་བྱས་བས།"
"bdr:WA0RT3280","bdr:MW22704_4252","བསླབ་པ་ཀུན་ལས་བཏུས་པའི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA0RT3280","bdr:MW2KG5015_4252","བསླབ་པ་ཀུན་ལས་བཏུས་པའི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA0RT3280","bdr:MW2KG5015_4124","བསླབ་པ་ཀུན་ལས་བཏུས་པའི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA0RT3280","bdr:MW1PD95844_3169","བསླབ་པ་ཀུན་ལས་བཏུས་པའི་ཚིག་ལེའུ་བྱས་པ།"
"bdr:WA0RT3280","bdr:MW1KG13126_5463","བསླབ་པ་ཀུན་ལས་བཏུས་པའི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA0RT3280","bdr:MW23702_3466","བསླབ་པ་ཀུན་ལས་བཏུས་པའི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA0RT3280","bdr:MW22704_4124","བསླབ་པ་ཀུན་ལས་བཏུས་པའི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA0RT3280","bdr:MW23703_3939","བསླབ་པ་ཀུན་ལས་བཏུས་པའི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA0RTI3280","bdr:IE0GR0378","Siksasamuccayakarika"
"bdr:WA0RT3281","bdr:MW23702_3339","བསླབ་པ་ཀུན་ལས་བཏུས་པ།"
"bdr:WA0RT3281","bdr:MW22704_4125","བསླབ་པ་ཀུན་ལས་བཏུས་པ།"
"bdr:WA0RT3281","bdr:MW1KG13126_5336","བསླབ་པ་ཀུན་ལས་བཏུས་པ།"
"bdr:WA0RT3281","bdr:MW1PD95844_3170","བསླབ་པ་ཀུན་ལས་བཏུས་པ།"
"bdr:WA0RT3281","bdr:MW2KG5015_4125","བསླབ་པ་ཀུན་ལས་བཏུས་པ།"
"bdr:WA0RT3281","bdr:MW23703_3940","བསླབ་པ་ཀུན་ལས་བཏུས་པ།"
"bdr:WA0RT3282","bdr:MW23702_3340","བསླབ་པ་ཀུན་ལས་བཏུས་པའི་མངོན་པར་རྟོགས་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3282","bdr:MW1KG13126_5438","དེ་བཞིན་གཤེགས་པའི་སྙིང་པོའི་ཡི་གེ་བརྒྱ་པའི་སྲུང་བ་དང་སྡིག་པ་བཤགས་པའི་ཆོ་ག"
"bdr:WA0RT3282","bdr:MW22704_4126","དེ་བཞིན་གཤེགས་པའི་སྙིང་པོ་ཡི་གེ་བརྒྱ་པའི་བསྲུང་བ་དང་སྡིག་པ་བཤགས་པའི་ཆོ་ག"
"bdr:WA0RT3282","bdr:MW1KG13126_5337","དེ་བཞིན་གཤེགས་པའི་སྙིང་པོའི་ཡི་གེ་བརྒྱ་པའི་བསྲུང་བ་དང་སྡིག་པ་བཤགས་པའི་ཆོ་ག"
"bdr:WA0RT3282","bdr:MW1PD95844_3171","དེ་བཞིན་གཤེགས་པའི་སྙིང་པོ་ཡི་གེ་བརྒྱ་པའི་བསྲུང་བ་དང་སྡིག་པ་བཤགས་པའི་ཆོ་ག"
"bdr:WA0RT3282","bdr:MW23703_3941","དེ་བཞིན་གཤེགས་པའི་སྙིང་པོ་ཡི་གེ་བརྒྱ་པའི་བསྲུང་བ་དང་སྡིག་པ་བཤགས་པའི་ཆོ་ག"
"bdr:WA0RT3282","bdr:MW2KG5015_4227","དེ་བཞིན་གཤེགས་པའི་སྙིང་པོ་ཡི་གེ་རྒྱ་བའི་སྲུང་བ་དང་སྡིག་པ་བཤགས་པའི་ཆོ་ག"
"bdr:WA0RT3282","bdr:MW22704_4227","དེ་བཞིན་གཤེགས་པའི་སྙིང་པོ་ཡི་གེ་རྒྱ་བའི་སྲུང་བ་དང་སྡིག་པ་བཤགས་པའི་ཆོ་ག"
"bdr:WA0RT3282","bdr:MW2KG5015_4126","དེ་བཞིན་གཤེགས་པའི་སྙིང་པོ་ཡི་གེ་བརྒྱ་པའི་བསྲུང་བ་དང་སྡིག་པ་བཤགས་པའི་ཆོ་ག"
"bdr:WA0RT3344","bdr:MW22704_4294","འཕགས་པ་འདའ་ཀ་ཡེ་ཤེས་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོའི་འགྲེལ་པ།"
"bdr:WA0RT3344","bdr:MW2KG5015_4294","འཕགས་པ་འདའ་ཀ་ཡེ་ཤེས་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོའི་འགྲེལ་པ།"
"bdr:WA0RT3344","bdr:MW1PD95844_3236","འཕགས་པ་འདའ་ཀ་ཡེ་ཤེས་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོའི་འགྲེལ་པ།"
"bdr:WA0RT3344","bdr:MW23702_3508","འཕགས་པ་འདའ་ཀ་ཡེ་ཤེས་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོའི་འགྲེལ་པ།"
"bdr:WA0RT3344","bdr:MW23703_4004","འཕགས་པ་འདའ་ཀ་ཡེ་ཤེས་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོའི་འགྲེལ་པ།"
"bdr:WA0RT3344","bdr:MW1KG13126_5505","འཕགས་པ་འདའ་ཀ་ཡེ་ཤེས་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོའི་འགྲེལ་པ།"
"bdr:WA0RT3717","bdr:MW2KG5015_4728","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་སྨོན་ལམ་བཞུགས།"
"bdr:WA0RT3717","bdr:MW22704_4728","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་སྨོན་ལམ་བཞུགས།"
"bdr:WA0RT3717","bdr:MW23702_3942","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་སྨོན་ལམ།"
"bdr:WA0RT3717","bdr:MW1PD95844_3619","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་སྨོན་ལམ།"
"bdr:WA0RT3717","bdr:MW1KG13126_5929","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ་ལས་འབྱུང་བའི་སྨོན་ལམ།"
"bdr:WA0RT3717","bdr:MW23703_4383","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་སྨོན་ལམ་བཞུགས།"
"bdr:WA0RT3970","bdr:MW22704_1484","སྦྱིན་སྲེག་གི་ཆོ་ག"
"bdr:WA0RT3970","bdr:MW23703_1825","སྦྱིན་སྲེག་གི་ཆོ་ག"
"bdr:WA0RT3970","bdr:MW1KG13126_2689","སྦྱིན་སྲེག་གི་ཆོ་ག"
"bdr:WA0RT3970","bdr:MW2KG5015_1484","སྦྱིན་སྲེག་གི་ཆོ་ག"
"bdr:WA0NGMCP62639","bdr:MW0NGMCP62639","སྤྱོད་འཇུག་སྨོན་ལམ་བཞུགས་པ་ལེགས་སོ།"
"bdr:WA0NGMCP66855","bdr:MW0NGMCP66855","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་ས་བཅད་དོན་གསལ་མེ་ལོང་།"
"bdr:WA0LULDC350992","bdr:MW0LULDC350992","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ་ཞེས་བྱ་བ།"
"bdr:WA1NLM288","conceptual","བསླབ་པ་ཀུན་ལས་བཏུས་པ་ཞེས་བྱ་བ་རྒྱལ་སྲས་ཞི་བ་ལྷས་མཛད་པ།"
"bdr:WA4CZ307378","conceptual","བསླབ་བཏུས། ༼མཆན་ཅན།༽"
"bdr:WA0RT3216","conceptual","བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།"
