"wa","mw","mwlu"
"bdr:WA8LS76493","bdr:MW8LS76493","རྒྱན་སྣང་།"
"bdr:WA4CZ332379","bdr:MW4CZ332379","སྐྱེས་རབས་དང་རྟོགས་བརྗོད་གཅེས་བསྡུས།"
"bdr:WA0XL4E0404E5F11B","bdr:MW3CN3408_4E0404","བརྒྱད་སྟོང་པའི་བཤད་པ་མངོན་རྟོགས་རྒྱན་གྱི་སྣང་བ། ༼སྨད་ཆ།༽"
"bdr:WA0XL4E0404E5F11B","bdr:MW3CN3408_161098","བརྒྱད་སྟོང་པའི་བཤད་པ་མངོན་རྟོགས་རྒྱན་གྱི་སྣང་བ། ༼སྨད་ཆ།༽"
"bdr:WA0XL4E0404E5F11B","bdr:MW3CN3408_4CE2AB","བརྒྱད་སྟོང་པའི་བཤད་པ་མངོན་རྟོགས་རྒྱན་གྱི་སྣང་བ། ༼སྟོད་ཆ།༽"
"bdr:WA1KG89113","bdr:MW1KG89113","ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་རྩ་བ་དང་འགྲེལ་པ།"
"bdr:WA4CZ307972","bdr:MW4CZ307972","འགྲེལ་པ་དོན་གསལ།"
"bdr:WA3CN4869","bdr:MW3CN4869","ཤེར་ཕྱིན་བརྒྱད་སྟོང་པའི་བཤད་པ་མངོན་རྟོགས་རྒྱན་གྱི་སྣང་བ།"
"bdr:WA1KG16455","bdr:MW1KG16455","འགྲེལ་པ་དོན་གསལ་དང་། རྣམ་བཤད་སྙིང་པོ་རྒྱན་གྱི་དགོངས་འགྲེལ་ཚིག་དོན་རབ་གསལ།"
"bdr:WA8LS17932","bdr:MW8LS17932","ཤེར་ཕྱིན་མངོན་རྟོགས་རྒྱན་གྱི་འགྲེལ་པ་དོན་གསལ།"
"bdr:WA8LS76482","bdr:MW8LS76482","ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པ། ཉི་ཁྲི་ལེའུ་བརྒྱད་པ།"
"bdr:WA21662","bdr:MW2KG234634","མངོན་རྟོགས་རྒྱན་གྱི་འགྲེལ་པ་དོན་གསལ།"
"bdr:WA21662","bdr:MW3CN550","མངོན་རྟོགས་རྒྱན་གྱི་འགྲེལ་པ་དོན་གསལ།"
"bdr:WA21662","bdr:MW21662","མངོན་རྟོགས་རྒྱན་གྱི་འགྲེལ་པ་དོན་གསལ།"
"bdr:WA8LS76512","bdr:MW8LS76512","འགྲེལ་བཤད་ཚིག་གསལ་སོགས།"
"bdr:WA1KG15935","bdr:MW1KG15935","བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་རྩ་བ་དང་། དེའི་འགྲེལ་པ་དོན་གསལ་དང་བཅས་པའི་རྣམ་བཤད་སྙིང་པོའི་རྒྱན།"
"bdr:WA3CN4897","bdr:MW3CN4897","མངོན་པར་རྟོགས་པའི་རྒྱན་ཞེས་བྱ་བའི་འགྲེལ་པ།"
"bdr:WA0RT3135","bdr:MW23703_3790","ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པ།"
"bdr:WA0RT3135","bdr:MW1PD95844_3015","ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པ།"
"bdr:WA0RT3135","bdr:MW1KG13126_5188","ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པ།"
"bdr:WA0RT3135","bdr:MW23702_3192","ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པ། བམ་པོ་དང་པོ།"
"bdr:WA0RT3135","bdr:MW2KG5015_3977","ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པ།"
"bdr:WA0RT3135","bdr:MW22704_3977","ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པ།"
"bdr:WA0RT3136","bdr:MW22704_3978","འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བརྒྱད་སྟོང་པའི་བཤད་པ།"
"bdr:WA0RT3136","bdr:MW1PD95844_3016","འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བརྒྱད་སྟོང་པའི་བཤད་པ་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་སྣང་བ་ཞེས་བྱ་བ།"
"bdr:WA0RT3136","bdr:MW23702_3193","འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བརྒྱད་སྟོང་པའི་བཤད་པ། མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་སྣང་བ་ཞེས་བྱ་བ།"
"bdr:WA0RT3136","bdr:MW23703_3791","འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་བཤད་པ་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་དེ་ཁོ་ན་ཉིད་སྣང་བ།"
"bdr:WA0RT3136","bdr:MW1KG13126_5189","འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བརྒྱད་སྟོང་པའི་བཤད་པ་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་སྣང་བ་ཞེས་བྱ་བ།"
"bdr:WA0RT3136","bdr:MW2KG5015_3978","འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བརྒྱད་སྟོང་པའི་བཤད་པ།"
"bdr:WA0RTI3137","bdr:IE0GR0184","Ratnagunasamcayagatha"
"bdr:WA0RT3137","bdr:MW2KG5015_3979","བཅོམ་ལྡན་འདས་ཡོན་ཏན་རིན་པོ་ཆེ་སྡུད་པའི་ཚིགས་སུ་བཅད་པའི་དཀའ་འགྲེལ།"
"bdr:WA0RT3137","bdr:MW1KG13126_5190","བཅོམ་ལྡན་འདས་ཡོན་ཏན་རིན་པོ་ཆེ་སྡུད་པའི་ཚིགས་སུ་བཅད་པའི་དཀའ་འགྲེལ་ཞེས་བྱ་བ།"
"bdr:WA0RT3137","bdr:MW22704_3979","བཅོམ་ལྡན་འདས་ཡོན་ཏན་རིན་པོ་ཆེ་སྡུད་པའི་ཚིགས་སུ་བཅད་པའི་དཀའ་འགྲེལ།"
"bdr:WA0RT3137","bdr:MW23702_3194","བཅོམ་ལྡན་འདས་ཡོན་ཏན་རིན་པོ་ཆེ་སྡུད་པའི་ཚིགས་སུ་བཅད་པའི་དཀའ་འགྲེལ་ཞེས་བྱ་བ།"
"bdr:WA0RT3137","bdr:MW23703_3792","བཅོམ་ལྡན་འདས་ཡོན་ཏན་རིན་པོ་ཆེ་སྡུད་པའི་ཚིགས་སུ་བཅད་པའི་དཀའ་འགྲེལ།"
"bdr:WA0RT3137","bdr:MW1PD95844_3017","བཅོམ་ལྡན་འདས་ཡོན་ཏན་རིན་པོ་ཆེ་སྡུད་པའི་ཚིགས་སུ་བཅད་པའི་དཀའ་འགྲེལ།"
"bdr:WA0RTI3138","bdr:IE0GR0253","Abhisamayalankarantah patinam"
"bdr:WA0RTI3138","bdr:IE0GR0254","Abhisamayalankaravrttih sphutartha"
"bdr:WA0RT3138","bdr:MW23702_3195","ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་ཅེས་བྱ་བའི་འགྲེལ་པ་བམ་པོ་དང་པོ།"
"bdr:WA0RT3138","bdr:MW23703_3793","ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་ཞེས་བྱ་བའི་འགྲེལ་པ།"
"bdr:WA0RT3138","bdr:MW1PD95844_3018","ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་ཞེས་བྱ་བའི་འགྲེལ་པ།"
"bdr:WA0RT3138","bdr:MW22704_3980","ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་ཅེས་བྱ་བའི་འགྲེལ་པ།"
"bdr:WA0RT3138","bdr:MW2KG5015_3980","ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་ཅེས་བྱ་བའི་འགྲེལ་པ།"
"bdr:WA0RT3138","bdr:MW1KG13126_5191","ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་ཅེས་བྱ་བའི་འགྲེལ་པ།"
"bdr:WA0NGMCP60234","bdr:MW0NGMCP60234","ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་ཅེས་བྱ་བའི་འགྲེལ་པ།"
"bdr:WA0NGMCP63038","bdr:MW0NGMCP63038","རྣམ་བཤད་སྙིང་པོ་རྒྱན།"
"bdr:WA0NGMCP63813","bdr:MW0NGMCP63813","ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་འགྲེལ་པ་དོན་གསལ།"
"bdr:WA0NGMCP66356","bdr:MW0NGMCP66356","ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་ཞེས་བྱ་བའི་འགྲེལ་པ་སློབ་དཔོན་སེང་གེ་བཟང་པོས་མཛད་པ།"
"bdr:WA0NGMCP70109","bdr:MW0NGMCP70109","ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་འགྲེལ་བ་དོན་གསལ།"
"bdr:WA9LS27","bdr:MW9LS27","མངོན་རྟོགས་རྒྱན།"
