"wa","mw","mwlu"
"bdr:WA0RT3411","bdr:MW1KG13126_5574","བསམ་གཏན་གྱི་སྒྲོན་མ་ཞེས་བྱ་བའི་མན་ངག"
"bdr:WA0RT3411","bdr:MW23702_3577","བསམ་གཏན་གྱི་སྒྲོན་མ་ཞེས་བྱ་བའི་མན་ངག"
"bdr:WA0RT3411","bdr:MW1PD95844_3302","བསམ་གཏན་གྱི་སྒྲོན་མ་ཞེས་བྱ་བའི་མན་ངག"
"bdr:WA0RT3411","bdr:MW22704_4363","བསམ་གཏན་གྱི་སྒྲོན་མ་ཞེས་བྱ་བའི་མན་ངག"
"bdr:WA0RT4139","bdr:MW23703_3550","ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མའི་སྒྲུབ་ཐབས།"
"bdr:WA0RT4139","bdr:MW22704_3166","ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མའི་སྒྲུབ་ཐབས།"
"bdr:WA0RT4139","bdr:MW2KG5015_3166","ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མའི་སྒྲུབ་ཐབས།"
"bdr:WA0RT4139","bdr:MW1KG13126_4372","ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མའི་སྒྲུབ་ཐབས།"
"bdr:WA0RT4330","bdr:MW22704_3264","འཕགས་པ་བྱམས་པའི་སྒྲུབ་ཐབས།"
"bdr:WA0RT4330","bdr:MW2KG5015_3264","འཕགས་པ་བྱམས་པའི་སྒྲུབ་ཐབས།"
"bdr:WA0RT4330","bdr:MW23703_3648","འཕགས་པ་བྱམས་པའི་སྒྲུབ་ཐབས།"
"bdr:WA0NGMCP64649","bdr:MW0NGMCP64649","ཐེག་པ་ཆེན་པོ་རྒྱུད་བླ་མའི་བསྟན་ཆོས་རྣམ་བཤད།"
"bdr:WA0NGMCP67982","bdr:MW0NGMCP67982","རྒྱལ་སྲས་ཐོགས་མེད་ཀྱི་མཛད་པའི་ལག་ལེན་སོ་བདུན་མ།"
"bdr:WA1KG8853","conceptual","ཆོས་མངོན་པ་ཀུན་ལས་བཏུས་པ།"
"bdr:WA00KG02746","conceptual","ཐེག་པ་ཆེན་པོ་རྒྱུད་བླ་མའི་བསྟན་བཅོས།"
"bdr:WA00KG02837","conceptual","རྒྱུད་བླ་མ།"
