"wa","mw","mwlu"
"bdr:WA1KG24551","bdr:MW1KG24551","འདུལ་བ་མདོ་རྩ་བའི་མཆན་འགྲེལ་མཐོང་བ་དོན་འགྲུབ།"
"bdr:WA1KG24551","bdr:MW4CZ302676","འདུལ་བ་མདོ་རྩ་བའི་མཆན་འགྲེལ་མཐོང་བ་དོན་འགྲུབ།"
"bdr:WA1KG24551","bdr:MW1NLM934","འདུལ་བ་མདོ་རྩ་བའི་མཆན་འགྲེལ་མཐོང་བ་དོན་འགྲུབ།"
"bdr:WA1KG24551","bdr:MW1NLM177","འདུལ་བ་མདོ་རྩ་བའི་མཆན་འགྲེལ་མཐོང་བ་དོན་འགྲུབ།"
"bdr:WA22087","bdr:MW22087","དམ་ཆོས་འདུལ་བ་མདོ་རྩ།"
"bdr:WA22087","bdr:MW1NLM2020","དམ་ཆོས་འདུལ་བ་མདོ་རྩ།"
"bdr:WA1KG22266","bdr:MW1KG22266","འདུལ་བའི་མདོ།"
"bdr:WA8LS77249","bdr:MW8LS77249","འདུལ་བའི་མདོ་དང་མདོ་རྩའི་མཆན།"
"bdr:WA2KG234641","bdr:MW2KG234641","ལས་བརྒྱ་རྩ་གཅིག་པ།"
"bdr:WA2KG234646","bdr:MW2KG234646","འདུལ་བ་མདོ་རྩ་བ།"
"bdr:WA0RT3383","bdr:MW2KG5015_4334","བྱང་ཆུབ་སེམས་དཔའི་སའི་འགྲེལ་པ།"
"bdr:WA0RT3383","bdr:MW1PD95844_3273","བྱང་ཆུབ་སེམས་དཔའི་སའི་འགྲེལ་པ།"
"bdr:WA0RT3383","bdr:MW1KG13126_5545","བྱང་ཆུབ་སེམས་དཔའི་སའི་འགྲེལ་པ།"
"bdr:WA0RT3383","bdr:MW23703_4044","བྱང་ཆུབ་སེམས་དཔའི་སའི་འགྲེལ་པ།"
"bdr:WA0RT3383","bdr:MW23702_3548","བྱང་ཆུབ་སེམས་དཔའི་སའི་འགྲེལ་པ།"
"bdr:WA0RT3383","bdr:MW22704_4334","བྱང་ཆུབ་སེམས་དཔའི་སའི་འགྲེལ་པ།"
"bdr:WA0RT3384","bdr:MW2KG5015_4335","བྱང་ཆུབ་སེམས་དཔའི་ཚུལ་ཁྲིམས་ཀྱི་ལེའུ་བཤད་པ།"
"bdr:WA0RT3384","bdr:MW23703_4045","བྱང་ཆུབ་སེམས་དཔའི་ཚུལ་ཁྲིམས་ཀྱི་ལེའུ་འགྲེལ་བ་བཞུགས་སོ།"
"bdr:WA0RT3384","bdr:MW23702_3549","བྱང་ཆུབ་སེམས་དཔའི་ཚུལ་ཁྲིམས་ཀྱི་ལེའུ་བཤད་པ།"
"bdr:WA0RT3384","bdr:MW1KG13126_5546","བྱང་ཆུབ་སེམས་དཔའི་ཚུལ་ཁྲིམས་ཀྱི་ལེའུ་བཤད་པ།"
"bdr:WA0RT3384","bdr:MW22704_4335","བྱང་ཆུབ་སེམས་དཔའི་ཚུལ་ཁྲིམས་ཀྱི་ལེའུ་བཤད་པ།"
"bdr:WA0RT3384","bdr:MW1PD95844_3274","བྱང་ཆུབ་སེམས་དཔའི་ཚུལ་ཁྲིམས་ཀྱི་ལེའུའི་བཤད་པ།"
"bdr:WA0RT3405","bdr:MW22704_4357","ཕུང་པོ་ལྔའི་རྣམ་པར་འགྲེལ་པ།"
"bdr:WA0RT3405","bdr:MW2KG5015_4357","ཕུང་པོ་ལྔའི་རྣམ་པར་འགྲེལ་པ།"
"bdr:WA0RT3405","bdr:MW23703_4067","ཕུང་པོ་ལྔའི་རྣམ་པར་འགྲེལ་པ།"
"bdr:WA0RT3405","bdr:MW1PD95844_3296","ཕུང་པོ་ལྔའི་རྣམ་པར་འགྲེལ་པ།"
"bdr:WA0RT3405","bdr:MW23702_3571","ཕུང་པོ་ལྔའི་རྣམ་པར་འགྲེལ་པ།"
"bdr:WA0RT3405","bdr:MW1KG13126_5568","ཕུང་པོ་ལྔའི་རྣམ་པར་འགྲེལ་པ།"
"bdr:WA0RT3455","bdr:MW1PD95844_3347","འདུལ་བའི་མདོ།"
"bdr:WA0RT3455","bdr:MW22704_4408","འདུལ་བའི་མདོ།"
"bdr:WA0RT3455","bdr:MW23702_3622","འདུལ་བའི་མདོ།"
"bdr:WA0RT3455","bdr:MW23703_4117","འདུལ་བའི་མདོ།"
"bdr:WA0RT3455","bdr:MW1KG13126_5619","འདུལ་བའི་མདོ།"
"bdr:WA0RT3455","bdr:MW2KG5015_4408","འདུལ་བའི་མདོ།"
"bdr:WA0RT3456","bdr:MW23703_4118","ལས་བརྒྱ་རྩ་གཅིག་པ།"
"bdr:WA0RT3456","bdr:MW1PD95844_3348","ལས་བརྒྱ་རྩ་གཅིག་པ།"
"bdr:WA0RT3456","bdr:MW1KG13126_5620","ལས་བརྒྱ་རྩ་གཅིག་པ།"
"bdr:WA0RT3456","bdr:MW2KG5015_4409","ལས་བརྒྱ་རྩ་གཅིག་པ།"
"bdr:WA0RT3456","bdr:MW22704_4409","ལས་བརྒྱ་རྩ་གཅིག་པ།"
"bdr:WA0RT3456","bdr:MW23702_3623","ལས་བརྒྱ་རྩ་གཅིག་པ།"
"bdr:WA0RT3457","bdr:MW22704_4410","འདུལ་བའི་མདོའི་འགྲེལ་པ་མངོན་པར་བརྗོད་པ་རང་གི་རྣམ་པར་བཤད་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3457","bdr:MW23702_3624","འདུལ་བ་མདོའི་འགྲེལ་པ་མངོན་པར་བརྫོད་པ་རང་གི་རྣམ་པར་བཤད་པ།"
"bdr:WA0RT3457","bdr:MW1PD95844_3349","འདུལ་བའི་མདོའི་འགྲེལ་པ་མངོན་པར་བརྗོད་པ་རང་གི་རྣམ་པར་བཤད་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3457","bdr:MW23703_4119","འདུལ་བའི་མདོའི་འགྲེལ་པ་མངོན་པར་བརྗོད་པ་རང་གི་རྣམ་པར་བཤད་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3457","bdr:MW2KG5015_4410","འདུལ་བའི་མདོའི་འགྲེལ་པ་མངོན་པར་བརྗོད་པ་རང་གི་རྣམ་པར་བཤད་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3457","bdr:MW1KG13126_5621","འདུལ་བ་མདོའི་འགྲེལ་པ་མངོན་པར་བརྗོད་པ་རང་གི་རྣམ་པར་བཤད་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3460","bdr:MW23702_3627","འདུལ་བའི་མདོའི་འགྲེལ་པ།"
"bdr:WA0RT3460","bdr:MW2KG5015_4413","འདུལ་བའི་མདོའི་འགྲེལ་པ།"
"bdr:WA0RT3460","bdr:MW1PD95844_3352","འདུལ་བའི་མདོའི་འགྲེལ་པ།"
"bdr:WA0RT3460","bdr:MW22704_4413","འདུལ་བའི་མདོའི་འགྲེལ་པ།"
"bdr:WA0RT3460","bdr:MW23703_4122","འདུལ་བའི་མདོའི་འགྲེལ་པ།"
"bdr:WA0RT3460","bdr:MW1KG13126_5624","འདུལ་བའི་མདོའི་འགྲེལ་པ།"
"bdr:WA0NGMCP75145","bdr:MW0NGMCP75145","འདུལ་བ་མདོ་རྩ་བ་ཞེས་བྱ་བ་སློབ་དཔོན་ཡོན་ཏན་འོད་ཀྱིས་མཛད་པ།"
"bdr:WA1KG22571","conceptual","འདུལ་བ་མདོ་རྩ་བ།"
"bdr:WA22087","conceptual","དམ་ཆོས་འདུལ་བ་མདོ་རྩ།"
