"wa","mw","mwlu"
"bdr:WA0RT0046","bdr:MW23702_0046","ཡོན་ཏན་མཐའ་ཡས་པར་བསྟོད་པའི་དོན་གྱི་ཚིག་ལེའུ་བྱས་པ།"
"bdr:WA0RT1535","bdr:MW23703_2712","འཕགས་པ་འཇམ་པའི་དབྱངས་ཀྱི་བསྟོད་པ།"
"bdr:WA0RT1535","bdr:MW2KG5015_2333","འཕགས་པ་འཇམ་པའི་དབྱངས་ཀྱི་བསྟོད་པ།"
"bdr:WA0RT1535","bdr:MW1PD95844_1622","འཕགས་པ་འཇམ་པའི་དབྱངས་ཀྱི་བསྟོད་པ།"
"bdr:WA0RT1535","bdr:MW23702_1542","འཕགས་པ་འཇམ་པའི་དབྱངས་ཀྱི་བསྟོད་པ།"
"bdr:WA0RT1535","bdr:MW1KG13126_3536","འཕགས་པ་འཇམ་པའི་དབྱངས་ཀྱི་བསྟོད་པ།"
"bdr:WA0RT1535","bdr:MW22704_2333","འཕགས་པ་འཇམ་པའི་དབྱངས་ཀྱི་བསྟོད་པ།"
"bdr:WA0RT3154","bdr:MW22704_3996","འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ་བསྡུས་པའི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA0RT3154","bdr:MW2KG5015_3996","འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ་བསྡུས་པའི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA0RT3154","bdr:MW1KG13126_5207","འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ་བསྡུས་པའི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA0RT3154","bdr:MW1PD95844_3034","འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ་བསྡུས་པའི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA0RT3154","bdr:MW23703_3809","ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ་བསྡུས་པའི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA0RT3154","bdr:MW1KG13126_5870","འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ་བསྡུས་པའི་ཚིགས་ལེའུར་བྱས་བ།"
"bdr:WA0RT3154","bdr:MW23702_3883","འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ་བསྡུས་པའི་ཚིག་ལེའུར།"
"bdr:WA0RT3154","bdr:MW23702_3211","འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ་བསྡུས་པའི་ཚིག་ལེའུའར་བྱས་པ།"
"bdr:WA0RT3154","bdr:MW22704_4668","འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ་བསྡུས་པའི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA0RT3154","bdr:MW2KG5015_4668","འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ་བསྡུས་པའི་ཚིག་ལེའུར་བྱས་པ།"
"bdr:WA0RT3352","bdr:MW1PD95844_3243A","ཀུན་ཏུ་བཟང་པོའི་སྤྱོད་པའི་སྨོན་ལམ་གྱི་རྒྱལ་པོའི་བཤད་པ།"
"bdr:WA0RT3352","bdr:MW22704_4302","ཀུན་ཏུ་བཟང་པོའི་སྤྱོད་པའི་སྨོན་ལམ་གྱི་དོན་ཀུན་བསྡུས།"
"bdr:WA0RT3352","bdr:MW2KG5015_4302","ཀུན་ཏུ་བཟང་པོའི་སྤྱོད་པའི་སྨོན་ལམ་གྱི་དོན་ཀུན་བསྡུས།"
"bdr:WA0RT3352","bdr:MW23703_4012","ཀུན་བཟང་པོའི་སྤྱོད་པའི་སྨོན་ལམ་གྱི་དོན་ཀུན་བསྡུས།"
"bdr:WA0RT3352","bdr:MW23702_3516","ཀུན་ཏུ་བཟང་པོའི་སྤྱོད་པའི་སྨོན་ལམ་གྱི་དོན་ཀུན་བསྡུས་ཏེ་སློབ་དཔོན་ཕྱོགས་ཀྱི་གླང་པོས་མཛད་པ།"
"bdr:WA0RT3352","bdr:MW1KG13126_5513","ཀུན་ཏུ་བཟང་པོའི་སྤྱོད་པའི་སྨོན་ལམ་གྱི་དོན་ཀུན་བསྡུས་པ།"
"bdr:WA0RTI3412","bdr:IE0GR0286","Dignaga: Yogavatara"
"bdr:WA0RT3412","bdr:MW1PD95844_3303","རྣལ་འབྱོར་ལ་འཇུག་པ།"
"bdr:WA0RT3412","bdr:MW1KG13126_5453","རྣལ་འབྱོར་ལ་འཇུག་པ།"
"bdr:WA0RT3412","bdr:MW2KG5015_4242","རྣལ་འབྱོར་ལ་འཇུག་པ།"
"bdr:WA0RT3412","bdr:MW23703_4074","རྣལ་འབྱོར་ལ་འཇུག་པ།"
"bdr:WA0RT3412","bdr:MW23702_3456","རྣལ་འབྱོར་ལ་འཇུག་པ།"
"bdr:WA0RT3412","bdr:MW22704_4364","རྣལ་འབྱོར་ལ་འཇུག་པ།"
"bdr:WA0RT3412","bdr:MW2KG5015_4364","རྣལ་འབྱོར་ལ་འཇུག་པ།"
"bdr:WA0RT3412","bdr:MW1KG13126_5575","རྣལ་འབྱོར་ལ་འཇུག་པ།"
"bdr:WA0RT3412","bdr:MW23702_3578","རྣལ་འབྱོར་ལ་འཇུག་པ།"
"bdr:WA0RT3412","bdr:MW22704_4242","རྣལ་འབྱོར་ལ་འཇུག་པ།"
"bdr:WA0RT3433","bdr:MW2KG5015_4385","ཆོས་མངོན་པའི་འགྲེལ་པ་གནད་ཀྱི་སྒྲོན་མ་ཞེས་བྱ་བ།"
"bdr:WA0RT3433","bdr:MW1KG13126_5596","ཆོས་མངོན་པའི་མཛོད་ཀྱི་འགྲེལ་པ་གནད་ཀྱི་སྒྲོན་མ་ཞེས་བྱ་བ།"
"bdr:WA0RT3433","bdr:MW23703_4095","ཆོས་མངོན་པའི་འགྲེལ་པ་གནད་ཀྱི་སྒྲོན་མ་ཞེས་བྱ་བ།"
"bdr:WA0RT3433","bdr:MW23702_3599","ཆོས་མངོན་པའི་འགྲེལ་པ་གནད་ཀྱི་སྒྲོན་མ་ཞེས་བྱ་བ།"
"bdr:WA0RT3433","bdr:MW1PD95844_3324","ཆོས་མངོན་པའི་འགྲེལ་པ་གནད་ཀྱི་སྒྲོན་མ་ཞེས་བྱ་བ།"
"bdr:WA0RT3433","bdr:MW22704_4385","ཆོས་མངོན་པའི་འགྲེལ་པ་གནད་ཀྱི་སྒྲོན་མ་ཞེས་བྱ་བ།"
"bdr:WA0RT3540","bdr:MW23702_3703","ཚད་མ་ཀུན་ལས་བཏུས་པ།"
"bdr:WA0RT3540","bdr:MW1PD95844_3433","ཚད་མ་ཀུན་ལས་བཏུས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3540","bdr:MW23703_4203","ཚད་མ་ཀུན་ལས་བཏུས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3540","bdr:MW2KG5015_4489","ཚད་མ་ཀུན་ལས་བཏུས་པ།"
"bdr:WA0RT3540","bdr:MW22704_4489","ཚད་མ་ཀུན་ལས་བཏུས་པ།"
"bdr:WA0RT3541","bdr:MW23703_4204","ཚད་མ་ཀུན་ལས་བཏུས་པའི་འགྲེལ་པ།"
"bdr:WA0RT3541","bdr:MW2KG5015_4490","ཚད་མ་ཀུན་ལས་བཏུས་པའི་འགྲེལ་པ།"
"bdr:WA0RT3541","bdr:MW1KG13126_5701","ཚད་མ་ཀུན་ལས་བཏུས་པའི་འགྲེལ་པ།"
"bdr:WA0RT3541","bdr:MW2KG5015_4491","ཚད་མ་ཀུན་ལས་བཏུས་པའི་འགྲེལ་པ།"
"bdr:WA0RT3541","bdr:MW1PD95844_3435","ཚད་མ་ཀུན་ལས་བཏུས་པའི་འགྲེལ་པ།"
"bdr:WA0RT3541","bdr:MW23702_3704","ཚད་མ་ཀུན་ལས་བཏུས་པའི་འགྲེལ་པ།"
"bdr:WA0RT3541","bdr:MW23702_3705","ཚད་མ་ཀུན་ལས་བཏུས་པའི་འགྲེལ་པ།"
"bdr:WA0RT3541","bdr:MW22704_4491","ཚད་མ་ཀུན་ལས་བཏུས་པའི་འགྲེལ་པ།"
"bdr:WA0RT3541","bdr:MW1PD95844_3436","ཚད་མ་ཀུན་ལས་བཏུས་པའི་འགྲེལ་པ།"
"bdr:WA0RT3541","bdr:MW22704_4490","ཚད་མ་ཀུན་ལས་བཏུས་པའི་འགྲེལ་པ།"
"bdr:WA0RT3542","bdr:MW2KG5015_4492","དམིགས་པ་བརྟག་པ།"
"bdr:WA0RT3542","bdr:MW23702_3706","དམིགས་པ་བརྟགས་པ།"
"bdr:WA0RT3542","bdr:MW22704_4492","དམིགས་པ་བརྟག་པ།"
"bdr:WA0RT3542","bdr:MW1KG13126_5703","དམིགས་པ་བརྟག་པ།"
"bdr:WA0RT3542","bdr:MW23703_4205","དམིགས་པ་བརྟག་པ།"
"bdr:WA0RT3542","bdr:MW1PD95844_3437","དམིགས་པ་བརྟག་པ།"
"bdr:WA0RT3543","bdr:MW2KG5015_4493","དམིགས་པ་བརྟག་པའི་འགྲེལ་པ།"
"bdr:WA0RT3543","bdr:MW23703_4206","དམིགས་པ་བརྟག་པའི་འགྲེལ་པ།"
"bdr:WA0RT3543","bdr:MW1PD95844_3438","དམིགས་པ་བརྟག་པའི་འགྲེལ་པ།"
"bdr:WA0RT3543","bdr:MW22704_4493","དམིགས་པ་བརྟག་པའི་འགྲེལ་པ།"
"bdr:WA0RT3543","bdr:MW23702_3707","དམིགས་པ་བརྟགས་པའི་འགྲེལ་པ།"
"bdr:WA0RT3543","bdr:MW1KG13126_5704","དམིགས་པ་བརྟག་པའི་འགྲེལ་པ།"
"bdr:WA0RTI3543","bdr:IE0GR0256","Alambanapariksa with Vrtti"
"bdr:WA0RT3544","bdr:MW23703_4207","དུས་གསུམ་བརྟག་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3544","bdr:MW1PD95844_3439","དུས་གསུམ་བརྟག་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3544","bdr:MW2KG5015_4494","དུས་གསུམ་བརྟག་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3544","bdr:MW23702_3708","དུས་གསུམ་བརྟག་པ།"
"bdr:WA0RT3544","bdr:MW1KG13126_5705","དུས་གསུམ་བརྟག་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3544","bdr:MW22704_4494","དུས་གསུམ་བརྟག་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3545","bdr:MW1KG13126_5707","ཚད་མའི་བསྟན་བཅོས་རིགས་པ་ལ་འཇུག་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3545","bdr:MW23702_3710","ཚད་མའི་བསྟན་བཅོས་རིག་པ་ལ་འཇུག་པ།"
"bdr:WA0RT3545","bdr:MW23703_4208","ཚད་མའི་བསྟན་བཅོས་རིགས་པ་ལ་འཇུག་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3545","bdr:MW1PD95844_3441","ཚད་མའི་བསྟན་བཅོས་རིགས་པ་ལ་འཇུག་པ།"
"bdr:WA0RT3545","bdr:MW2KG5015_4496","ཚད་མའི་བསྟན་བཅོས་རིགས་པ་ལ་འཇུག་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3545","bdr:MW22704_4496","ཚད་མའི་བསྟན་བཅོས་རིགས་པ་ལ་འཇུག་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3546","bdr:MW23703_4209","གཏན་ཚིགས་ཀྱི་འཁོར་ལོ་གཏན་ལ་དབབ་པ།"
"bdr:WA0RT3546","bdr:MW1PD95844_3442","གཏན་ཚིགས་ཀྱི་འཁོར་ལོ་གཏན་ལ་དབབ་པ།"
"bdr:WA0RT3546","bdr:MW23702_3711","གཏན་ཚིགས་ཀྱི་འཁོར་ལོ་གཏན་ལ་དབབ་པ།"
"bdr:WA0RT3546","bdr:MW1KG13126_5708","གཏན་ཚིགས་ཀྱི་འཁོར་ལོ་གཏན་ལ་དབབ་པ།"
"bdr:WA0RT3546","bdr:MW2KG5015_4497","གཏན་ཚིགས་ཀྱི་འཁོར་ལོ་གཏན་ལ་དབབ་པ།"
"bdr:WA0RT3546","bdr:MW22704_4497","གཏན་ཚིགས་ཀྱི་འཁོར་ལོ་གཏན་ལ་དབབ་པ།"
