"wa","mw","mwlu"
"bdr:WA0RT3201","bdr:MW1PD95844_3083","དབུ་མའི་སྙིང་པོའི་འགྲེལ་པ་རྟོག་གེ་འབར་བ།"
"bdr:WA0RT3201","bdr:MW23703_3856","དབུ་མའི་སྙིང་པོའི་འགྲེལ་པ་རྟོག་གེ་འབར་བ།"
"bdr:WA0RT3201","bdr:MW22704_4045","དབུ་མའི་སྙིང་པོའི་འགྲེལ་པ་རྟོག་གེ་འབར་བ།"
"bdr:WA0RT3201","bdr:MW1KG13126_5256","དབུ་མའི་སྙིང་པོའི་འགྲེལ་པ་རྟོག་གེ་འབར་བ།"
"bdr:WA0RT3201","bdr:MW23702_0032","དབུ་མ་རྩ་བའི་འགྲེལ་པ་ཚིག་གསལ་བ།"
"bdr:WA0RT3201","bdr:MW2KG5015_4045","དབུ་མའི་སྙིང་པོའི་འགྲེལ་པ་རྟོག་གེ་འབར་བ།"
"bdr:WA0RT3202","bdr:MW22704_4047","དབུ་མའི་དོན་བསྡུས་པ།"
"bdr:WA0RT3202","bdr:MW23703_3857","དབུ་མའི་དོན་བསྡུས་པ།"
"bdr:WA0RT3202","bdr:MW23702_3261","དབུ་མའི་དོན་བསྡུས་པ།"
"bdr:WA0RT3202","bdr:MW1PD95844_3084","དབུ་མའི་དོན་བསྡུས་པ།"
"bdr:WA0RT3202","bdr:MW2KG5015_4047","དབུ་མའི་དོན་བསྡུས་པ།"
"bdr:WA0RT3202","bdr:MW1KG13126_5258","དབུ་མའི་དོན་བསྡུས་པ།"
"bdr:WA0RT3477","bdr:MW1PD95844_3369","སྡེ་པ་ཐ་དད་པར་བྱེད་པ་དང་རྣམ་པར་བཤད་པ།"
"bdr:WA0RT3477","bdr:MW23702_3643","སྡེ་པ་ཐ་དད་པར་བྱེད་པ་དང་རྣམ་པར་བཤད་པ།"
"bdr:WA0RT3477","bdr:MW23703_4139","སྡེ་པ་ཐ་དད་པར་བྱེད་པ་དང་རྣམ་པར་བཤད་པ།"
"bdr:WA0RT3477","bdr:MW1KG13126_5640","སྡེ་པ་ཐ་དད་པར་འབྱེད་པ་དང་རྣམ་པར་བཤད་པ།"
"bdr:WA0RT3477","bdr:MW22704_4429","སྡེ་པ་ཐ་དད་པར་བྱེད་པ་དང་རྣམ་པར་བཤད་པ།"
"bdr:WA0RT3477","bdr:MW2KG5015_4429","སྡེ་པ་ཐ་དད་པར་བྱེད་པ་དང་རྣམ་པར་བཤད་པ།"
