"wa","mw","mwlu"
"bdr:WA4CZ57158","bdr:MW4CZ57158","དབུ་མ་རིགས་ཚོགས་དྲུག་དང་དེའི་འགྲེལ་པ་ཕྱོགས་བསྒྲིགས།"
"bdr:WA1AC49","bdr:MW1AC49","དབུ་མ་རྩ་བའི་འགྲེལ་པ་ཚིག་གསལ་བ།"
"bdr:WA1AC49","bdr:MW2KG234650","དབུ་མ་རྩ་བའི་འགྲེལ་པ་ཚིག་གསལ་བ།"
"bdr:WA1AC49","bdr:MW2KG234631","དབུ་མ་རྩ་བའི་འགྲེལ་པ་ཚིག་གསལ་བ།"
"bdr:WA1AC49","bdr:MW1KG4313_7F1390","དབུ་མ་རཙ་ཨབའི་འགྲེལ་པ་ཚིག་གསལ་བ།"
"bdr:WA1NLM755","bdr:MW1NLM755","ཟབ་པ་དང་རྒྱ་ཆེ་བའི་ཚུལ་གསལ་བར་བཤད་པ་དབུ་མ་ལ་འཇུག་པ་སོགས།"
"bdr:WA19458","bdr:IE0GR0308","Madhyamakavatara"
"bdr:WA3CN22790","bdr:MW3CN22790","དབུ་མ་ལ་འཇུག་པའི་རང་འགྲེལ།"
"bdr:WA3CN22790","bdr:MW2KG234630","དབུ་མ་ལ་འཇུག་པའི་རང་འགྲེལ།"
"bdr:WA3CN22790","bdr:MW1NLM2891","དབུ་མ་ལ་འཇུག་པའི་རང་འགྲེལ།"
"bdr:WA2KG234651","bdr:MW2KG234651","མངོན་རྟོགས་རྒྱན་དང་དབུ་མ་འཇུག་པ།"
"bdr:WA8LS17372","bdr:MW8LS17372","ཤེར་ཕྱིན་མངོན་རྟོགས་རྒྱན་དང་དབུ་མ་འཇུག་པ།"
"bdr:WA3CN7081","bdr:MW3CN7081","གསང་འདུས་སྒྲོན་གསལ།"
"bdr:WA1KG15938","bdr:MW1KG15938","བྱང་ཆུབ་སེམས་དཔའི་རྣལ་འབྱོར་སྤྱོད་པ་བཞི་བརྒྱ་པའི་རྒྱ་ཆེར་འགྲེལ་པ།"
"bdr:WA8LS17947","bdr:MW8LS17947","དབུ་མ་འཇུག་པ། མངོན་རྟོགས་རྒྱན། མཛོད། འདུལ་བ་དང་རྣམ་འགྲེལ་བཅས་ཀྱི་རྩ་བ།"
"bdr:WA1KG3871","bdr:MW1KG3871","དབུ་མ་ལ་འཇུག་པ།"
"bdr:WA1KG3871","bdr:MW1NLM188","དབུ་མ་ལ་འཇུག་པ།"
"bdr:WA1KG3871","bdr:MW1NLM3136","དབུ་མ་ལ་འཇུག་པ།"
"bdr:WA1KG3871","bdr:MW0NGMCP42837","དབུ་མ་ལ་འཇུག་པ།"
"bdr:WA1KG3871","bdr:MW0NGMCP52727","དབུ་མ་ལ་འཇུག་པ།"
"bdr:WA1KG25101","bdr:MW1KG25101","དབུ་མ་འཇུག་པའི་རང་འགྲེལ།"
"bdr:WA1KG25101","bdr:MW4CZ369269","དབུ་མ་འཇུག་པའི་རང་འགྲེལ།"
"bdr:WA1KG25101","bdr:MW4CZ369339","དབུ་མ་འཇུག་པའི་རང་འགྲེལ།"
"bdr:WA1KG25101","bdr:MW4CZ294922","དབུ་མ་འཇུག་པའི་རང་འགྲེལ།"
"bdr:WA8LS67997","bdr:MW8LS67997","གཞུང་པོ་ཏི་ལྔའི་རྩ་བ།"
"bdr:WA0XL3D9633311302","bdr:MW1KG4313_3D9633","ཟླ་གྲགས་ཀྱིས་མཛད་པའི་རིགས་པ་དྲུག་ཅུ་པའི་འགྲེལ་པ།"
"bdr:WA2KG232489","bdr:MW2KG232489","རྣམ་འགྲེལ་རྩ་བ་དང་། མངོན་རྟོགས་རྒྱན། དབུ་མ་འཇུག་པ། མཛོད་རྩ་བ་བཅས་རྩ་བ་བཞི།"
"bdr:WA1NLM3197","bdr:MW1NLM3197","པཎ་ཆེན་བསོད་ནམས་གྲགས་པས་མཛད་རྒྱུད་བླ་མའི་ཊིཀྐ་སོགས།"
"bdr:WA4CZ369480","bdr:MW2KG232488","མངོན་རྟོགས་རྒྱན་དང་དབུ་མ་འཇུག་པ་མཛོད་རྩ་བ་བཅས།"
"bdr:WA4CZ369480","bdr:MW2KG232490","མངོན་རྟོགས་རྒྱན་དང་། དབུ་མ་འཇུག་པ། མཛོད་རྩ་བ་བཅས།"
"bdr:WA4CZ369480","bdr:MW4CZ369480","མངོན་རྟོགས་རྒྱན་དང་། དབུ་མ་འཇུག་པ། མཛོད་རྩ་བ་བཅས།"
"bdr:WA20401","bdr:MW20401","དབུ་མ་ལ་འཇུག་པ་རྩ་བ་དང་འགྲེལ་པ།"
"bdr:WA8LS66287","bdr:MW8LS66287","མངོན་རྟོགས་རྒྱན། དབུ་མ་འཇུག་པ། མཛོད་རྩ་བ། ཀུན་གཞིའི་རྩ་བ་བཅས་ཕྱོགས་བསྡེབས།"
"bdr:WA1NLM688","bdr:MW1NLM2140","དབུ་མ་ལ་འཇུག་པ་སོགས།"
"bdr:WA1NLM688","bdr:MW1NLM2275","དབུ་མ་ལ་འཇུག་པ་སོགས།"
"bdr:WA1NLM688","bdr:MW1NLM1752","དབུ་མ་ལ་འཇུག་པ་སོགས།"
"bdr:WA1NLM688","bdr:MW1NLM3101","དབུ་མ་ལ་འཇུག་པ་ལ་སོགས།"
"bdr:WA1NLM688","bdr:MW1NLM1692","དབུ་མ་ལ་འཇུག་པ་སོགས།"
"bdr:WA1NLM688","bdr:MW3CN20393","དབུ་མ་ལ་འཇུག་པ་སོགས།"
"bdr:WA1NLM688","bdr:MW1NLM1760","དབུ་མ་ལ་འཇུག་པ་སོགས།"
"bdr:WA1NLM688","bdr:MW1NLM1551","དབུ་མ་ལ་འཇུག་པ་སོགས།"
"bdr:WA1NLM688","bdr:MW1NLM688","དབུ་མ་ལ་འཇུག་པ་སོགས།"
"bdr:WA0FFY007","bdr:MW0FFY007","Yuktiṣaṣṭikāvṛtti"
"bdr:WA4CZ302691","bdr:MW4CZ302691","དབུ་མ་ཤེས་རབ་ལ་འཇུག་པ་སོགས།"
"bdr:WA1KG3407","bdr:MW3CN3397","དབུ་མ་ལ་འཇུག་པའི་བཤད་པ།"
"bdr:WA1KG3407","bdr:MW1KG3407","དབུ་མ་ལ་འཇུག་པའི་བཤད་པ།"
"bdr:WA1KG3407","bdr:MW8LS26197","དབུ་མ་ལ་འཇུག་པའི་བཤད་པ།"
"bdr:WA1KG3407","bdr:MW0NGMCP67132","དབུ་མ་ལ་འཇུག་པའི་བཤད་པ།"
"bdr:WA3CN3436","bdr:MW3CN3436","དབུ་མ་རྩ་བའི་འགྲེལ་པ་ཚིག་གསལ།"
"bdr:WA0RT0595","bdr:MW22704_1391","རྡོ་རྗེ་ཕག་མོ་སྒྲོལ་མ་ལ་བསྟོད་པ།"
"bdr:WA0RT0595","bdr:MW23703_1724","རྡོ་རྗེ་ཕག་མོ་སྒྲོལ་མ་ལ་བསྟོད་པ།"
"bdr:WA0RT0595","bdr:MW1PD95844_0626","རྡོ་རྗེ་ཕག་མོ་སྒྲོལ་མ་ལ་བསྟོད་པ།"
"bdr:WA0RT0595","bdr:MW2KG5015_1391","རྡོ་རྗེ་ཕག་མོ་སྒྲོལ་མ་ལ་བསྟོད་པ།"
"bdr:WA0RT0595","bdr:MW23702_0598","རྡོ་རྗེ་ཕག་མོ་སྒྲོལ་མ་ལ་བསྟོད་པ།"
"bdr:WA0RT0595","bdr:MW1KG13126_2595","རྡོ་རྗེ་ཕག་མོ་སྒྲོལ་མ་ལ་བསྟོད་པ།"
"bdr:WA0RT0651","bdr:MW1PD95844_0688","སྦྱོར་བ་ཡན་ལག་དྲུག་པ་ཞེས་བྱ་བའི་འགྲེལ་པ།"
"bdr:WA0RT0651","bdr:MW1PD95844_0803","སྦྱོར་བ་ཡན་ལག་དྲུག་པ་ཞེས་བྱ་བའི་འགྲེལ་པ།"
"bdr:WA0RT0651","bdr:MW23702_0654","སྦྱོར་བ་ཡན་ལག་དྲུག་པ་ཞེས་བྱ་བའི་འགྲེལ་པ།"
"bdr:WA0RT0651","bdr:MW23703_1786","སྦྱོར་བ་ཡན་ལག་དྲུག་པ་ཞེས་བྱ་བའི་འགྲེལ་པ།"
"bdr:WA0RT0651","bdr:MW1KG13126_2651","སྦྱོར་བ་ཡན་ལག་དྲུག་པ་ཞེས་བྱ་བའི་འགྲེལ་པ།"
"bdr:WA0RT0651","bdr:MW22704_1446","སྦྱོར་བ་ཡན་ལག་དྲུག་པ་ཞེས་བྱ་བའི་འགྲེལ་པ།"
"bdr:WA0RT0651","bdr:MW2KG5015_1446","སྦྱོར་བ་ཡན་ལག་དྲུག་པ་ཞེས་བྱ་བའི་འགྲེལ་པ།"
"bdr:WA0RT0677","bdr:MW23702_0681","རྡོ་རྗེ་སེམས་དཔའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ།"
"bdr:WA0RT0677","bdr:MW1PD95844_0715","རིམ་པ་ལྔའི་དོན་མདོར་བཤད་པ་རྣལ་འབྱོར་པའི་ཡིད་ཀྱི་འཕྲོག་ཅེས་བྱ་བ།"
"bdr:WA0RT0677","bdr:MW23703_1814","རྡོ་རྗེ་སེམས་དཔའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ།"
"bdr:WA0RT0679","bdr:MW1KG13126_2680","བདུད་རྩི་འཁྱིལ་པའི་སྒྲུབ་ཐབས།"
"bdr:WA0RT0679","bdr:MW22704_1475","བདུད་རྩི་འཁྱིལ་པའི་སྒྲུབ་ཐབས།"
"bdr:WA0RT0679","bdr:MW23703_1816","བདུད་རྩི་འཁྱིལ་པའི་སྒྲུབ་ཐབས།"
"bdr:WA0RT0679","bdr:MW2KG5015_1475","བདུད་རྩི་འཁྱིལ་པའི་སྒྲུབ་ཐབས།"
"bdr:WA0RT0679","bdr:MW1PD95844_0718","བདུད་རྩི་འཁྱིལ་བའི་སྒྲུབ་ཐབས།"
"bdr:WA0RT0679","bdr:MW23702_0683","བདུད་རྩི་འཁྱིལ་པའི་སྒྲུབ་ཐབས།"
"bdr:WA0RT0680","bdr:MW2KG5015_1476","གསང་བ་འདུས་པའི་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་འགྲེལ་པ།"
"bdr:WA0RT0680","bdr:MW23703_1817","གསང་བ་འདུས་པའི་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་འགྲེལ་པ།"
"bdr:WA0RT0680","bdr:MW23702_0684","གསང་བ་འདུས་པའི་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་འགྲེལ་པ།"
"bdr:WA0RT0680","bdr:MW1KG13126_2681","གསང་བ་འདུས་པའི་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་འགྲེལ་པ།"
"bdr:WA0RT0680","bdr:MW1PD95844_0719","གསང་བ་འདུས་པའི་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་འགྲེལ་པ།"
"bdr:WA0RT0680","bdr:MW22704_1476","གསང་བ་འདུས་པའི་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་འགྲེལ་པ།"
"bdr:WA0RT1551","bdr:MW2KG5015_2350","ཐུགས་རྗེ་ཆེན་པོའི་གསོལ་འདེབས།"
"bdr:WA0RT1551","bdr:MW23702_1559","ཐུགས་རྗེ་ཆེན་པོའི་གསོལ་འདེབས།"
"bdr:WA0RT1551","bdr:MW23703_2733","ཐུགས་རྗེ་ཆེན་པོ་ལ་སྨྲེ་སྔགས་ཀྱིས་བསྟོད་པ་བྱིན་རླབས་ཅན་ཞེས་བྱ་བ།"
"bdr:WA0RT1551","bdr:MW1KG13126_3552","ཐུགས་རྗེ་ཆེན་པོའི་གསོལ་འདེབས།"
"bdr:WA0RT1551","bdr:MW22704_2350","ཐུགས་རྗེ་ཆེན་པོའི་གསོལ་འདེབས།"
"bdr:WA0RTI3205","bdr:IE0GR0270","Candrakirti: Prasannapada"
"bdr:WA0RT3205","bdr:MW23702_0032","དབུ་མ་རྩ་བའི་འགྲེལ་པ་ཚིག་གསལ་བ།"
"bdr:WA0RT3205","bdr:MW2KG5015_4049","དབུ་མ་རྩ་བའི་འགྲེལ་པ་ཚིག་གསལ་བ་ཞེས་བྱ་བ།"
"bdr:WA0RT3205","bdr:MW23703_3860","དབུ་མ་རྩ་བའི་འགྲེལ་པ་ཚིག་གསལ་བ་ཞེས་བྱ་བ།"
"bdr:WA0RT3205","bdr:MW1PD95844_3087","དབུ་མ་རྩ་བའི་འགྲེལ་པ་ཚིག་གསལ་བ་ཞེས་བྱ་བ།"
"bdr:WA0RT3205","bdr:MW22704_4049","དབུ་མ་རྩ་བའི་འགྲེལ་པ་ཚིག་གསལ་བ་ཞེས་བྱ་བ།"
"bdr:WA0RT3205","bdr:MW1KG13126_5260","དབུ་མ་རྩ་བའི་འགྲེལ་པ་ཚིག་གསལ་བ་ཞེས་བྱ་བ།"
"bdr:WA0RT3206","bdr:MW1PD95844_3089","དབུ་མ་ལ་འཇུག་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3206","bdr:MW23703_3861","དབུ་མ་ལ་འཇུག་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3206","bdr:MW1PD95844_3088","དབུ་མ་ལ་འཇུག་པ།"
"bdr:WA0RT3206","bdr:MW23702_3265","དབུ་མ་ལ་འཇུག་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3206","bdr:MW2KG5015_4051","དབུ་མ་ལ་འཇུག་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3206","bdr:MW1KG13126_5262","དབུ་མ་ལ་འཇུག་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3206","bdr:MW22704_4051","དབུ་མ་ལ་འཇུག་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3207","bdr:MW2KG5015_4052","དབུ་མ་ལ་འཇུག་པའི་བཤད་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3207","bdr:MW22704_4052","དབུ་མ་ལ་འཇུག་པའི་བཤད་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3207","bdr:MW1KG13126_5263","དབུ་མ་ལ་འཇུག་པའི་བཤད་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3207","bdr:MW23702_3266","དབུ་མ་ལ་འཇུག་པའི་བཤད་བ་ཞེས་བྱ་བ།"
"bdr:WA0RT3207","bdr:MW23703_3862","དབུ་མ་ལ་འཇུག་པའི་བཤད་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3207","bdr:MW1PD95844_3090","དབུ་མ་ལ་འཇུག་པའི་བཤད་པ་ཞེས་བྱ་བ།"
"bdr:WA0RT3209","bdr:MW2KG5015_4054","རིགས་པ་དྲུག་ཅུ་པའི་འགྲེལ་པ།"
"bdr:WA0RT3209","bdr:MW22704_4054","རིགས་པ་དྲུག་ཅུ་པའི་འགྲེལ་པ།"
"bdr:WA0RT3209","bdr:MW23703_3864","རིགས་པ་དྲུག་ཅུ་པའི་འགྲེལ་པ།"
"bdr:WA0RT3209","bdr:MW1PD95844_3092","རིགས་པ་དྲུག་ཅུ་པའི་འགྲེལ་པ།"
"bdr:WA0RT3209","bdr:MW1KG13126_5265","རིགས་པ་དྲུག་ཅུ་པའི་འགྲེལ་པ།"
"bdr:WA0RT3209","bdr:MW23702_3268","རིགས་པ་དྲུག་ཅུ་པའི་འགྲེལ་པ།"
"bdr:WA0RT3210","bdr:MW23702_3269","བྱང་ཆུབ་སེམས་དཔའི་རྣལ་འབྱོར་སྤྱོད་པ་བཞི་བརྒྱ་པའི་རྒྱ་ཆེར་འགྲེལ་པ།"
"bdr:WA0RT3210","bdr:MW22704_4055","བྱང་ཆུབ་སེམས་དཔའི་རྣལ་འབྱོར་སྤྱོད་པ་བཞི་བརྒྱ་པའི་རྒྱ་ཆེར་འགྲེལ་པ།"
"bdr:WA0RT3210","bdr:MW23703_3865","བྱང་ཆུབ་སེམས་དཔའི་རྣལ་འབྱོར་སྤྱོད་པ་བཞི་བརྒྱ་པའི་རྒྱ་ཆེར་འགྲེལ་པ།"
"bdr:WA0RT3210","bdr:MW1PD95844_3093","བྱང་ཆུབ་སེམས་དཔའི་རྣལ་འབྱོར་སྤྱོད་པ་བཞི་བརྒྱ་པའི་རྒྱ་ཆེར་འགྲེལ་པ།"
"bdr:WA0RT3210","bdr:MW1KG13126_5266","བྱང་ཆུབ་སེམས་དཔའི་རྣལ་འབྱོར་སྤྱོད་པ་བཞི་བརྒྱ་པའི་རྒྱ་ཆེར་འགྲེལ་པ།"
"bdr:WA0RT3210","bdr:MW2KG5015_4055","བྱང་ཆུབ་སེམས་དཔའི་རྣལ་འབྱོར་སྤྱོད་པ་བཞི་བརྒྱ་པའི་རྒྱ་ཆེར་འགྲེལ་པ།"
"bdr:WA4CZ16814","bdr:IE0GR0391","Vasubandhu: Pancaskandhaprakarana"
"bdr:WA0RT3211","bdr:MW22704_4056","ཕུང་པོ་ལྔའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3211","bdr:MW23702_3563","ཕུང་པོ་ལྔའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3211","bdr:MW23702_3270","ཕུང་པོའི་ལྔའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3211","bdr:MW1KG13126_5267","ཕུང་པོ་ལྔའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3211","bdr:MW2KG5015_4056","ཕུང་པོ་ལྔའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3211","bdr:MW23703_3866","ཕུང་པོ་ལྔའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3211","bdr:MW1PD95844_3288","ཕུང་པོ་ལྔའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3211","bdr:MW1PD95844_3094","ཕུང་པོ་ལྔའི་རབ་ཏུ་བྱེད་པ།"
"bdr:WA0RT3212","bdr:MW23702_3271","སྟོང་ཉིད་བདུན་ཅུ་བའི་འགྲེལ་པ།"
"bdr:WA0RT3212","bdr:MW1KG13126_5268","སྟོང་ཉིད་བདུན་ཅུ་པའི་འགྲེལ་པ།"
"bdr:WA0RT3212","bdr:MW1PD95844_3095","སྟོང་ཉིད་བདུན་ཅུ་པའི་འགྲེལ་པ།"
"bdr:WA0RT3212","bdr:MW22704_4057","སྟོང་ཉིད་བདུན་ཅུ་པའི་འགྲེལ་པ།"
"bdr:WA0RT3212","bdr:MW2KG5015_4057","སྟོང་ཉིད་བདུན་ཅུ་པའི་འགྲེལ་པ།"
"bdr:WA0RT3212","bdr:MW23703_3867","སྟོང་ཉིད་བདུན་ཅུ་པའི་འགྲེལ་པ།"
"bdr:WA0RT3312","bdr:MW2KG5015_4155","གསུམ་ལ་སྐྱབས་སུ་འགྲོ་བ་བདུན་ཅུ་པ།"
"bdr:WA0RT3312","bdr:MW23703_3971","གསུམ་ལ་སྐྱབས་སུ་འགྲོ་བ་བདུན་ཅུ་པ།"
"bdr:WA0RT3312","bdr:MW2KG5015_4267","གསུམ་ལ་སྐྱབས་སུ་འགྲོ་བ་བདུན་ཅུ་པ།"
"bdr:WA0RT3312","bdr:MW1PD95844_3202","གསུམ་ལ་སྐབས་སུ་འགྲོ་བ་བདུན་ཅུ་པ།"
"bdr:WA0RT3312","bdr:MW22704_4267","གསུམ་ལ་སྐྱབས་སུ་འགྲོ་བ་བདུན་ཅུ་པ།"
"bdr:WA0RT3312","bdr:MW22704_4155","གསུམ་ལ་སྐྱབས་སུ་འགྲོ་བ་བདུན་ཅུ་པ།"
"bdr:WA0RT3312","bdr:MW1KG13126_5366","གསུམ་ལ་སྐྱབས་སུ་འགྲོ་བ་བདུན་ཅུ་པ།"
"bdr:WA0RT3312","bdr:MW23702_3481","གསུམ་ལ་སྐྱབས་སུ་འགྲོ་བ་བདུན་ཅུ་པ།"
"bdr:WA0RT3312","bdr:MW1KG13126_5478","གསུམ་ལ་སྐྱབས་སུ་འགྲོ་བ་བདུན་ཅུ་པ།"
"bdr:WA0RT3312","bdr:MW23702_3369","གསུམ་ལ་སྐྱབས་སུ་འགྲོ་བ་བདུན་ཅུ་པ།"
"bdr:WA8LS17299","conceptual","དབུ་མ་འཇུག་པ།"
"bdr:WA1KG3871","conceptual","དབུ་མ་ལ་འཇུག་པ།"
